strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Peru/LIM-INS-1024/2021	EPI_ISL_2536794		Laboratorio de Referencial Nacional de Virus Respiratorios	Laboratorio de Referencial Nacional de Virus Respiratorios	Carlos Padilla Rojas et al
Ecuador/USFQ-1119/2021	EPI_ISL_1896678		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Sully Márquez et al
Chile/NB-63489/2021	EPI_ISL_1470472		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Peru/HUC-INS-1427/2021	EPI_ISL_2921405		Laboratorio de Referencial Nacional de Virus Respiratorios	Laboratorio de Referencial Nacional de Virus Respiratorios	Carlos Padilla Rojas et al
Peru/LIM-INS-1021/2021	EPI_ISL_2536792		Laboratorio de Referencial Nacional de Virus Respiratorios	Laboratorio de Referencial Nacional de Virus Respiratorios	Carlos Padilla Rojas et al
Peru/CAJ-INS-1061/2021	EPI_ISL_2536828		Laboratorio de Referencial Nacional de Virus Respiratorios	Laboratorio de Referencial Nacional de Virus Respiratorios	Carlos Padilla Rojas et al
Peru/LIM-INS-1020/2021	EPI_ISL_2536791		Laboratorio de Referencial Nacional de Virus Respiratorios	Laboratorio de Referencial Nacional de Virus Respiratorios	Carlos Padilla Rojas et al
Peru/APU-INS-1363/2021	EPI_ISL_2921342		Laboratorio de Referencial Nacional de Virus Respiratorios	Laboratorio de Referencial Nacional de Virus Respiratorios	Carlos Padilla Rojas et al
Peru/MDD-INS-1818/2021	EPI_ISL_3023543		Laboratorio de Referencial Nacional de Virus Respiratorios	Laboratorio de Referencial Nacional de Virus Respiratorios	Carlos Padilla Rojas et al
Peru/MDD-INS-1820/2021	EPI_ISL_3023545		Laboratorio de Referencial Nacional de Virus Respiratorios	Laboratorio de Referencial Nacional de Virus Respiratorios	Carlos Padilla Rojas et al
Peru/HUC-INS-1172/2021	EPI_ISL_2844728		Laboratorio de Referencial Nacional de Virus Respiratorios	Laboratorio de Referencial Nacional de Virus Respiratorios	Carlos Padilla Rojas et al
Peru/HUC-INS-1779/2021	EPI_ISL_3023510		Laboratorio de Referencial Nacional de Virus Respiratorios	Laboratorio de Referencial Nacional de Virus Respiratorios	Carlos Padilla Rojas et al
Chile/RM-85145/2021	EPI_ISL_2009580		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Karen Orostica et al
Peru/AYA-INS-1917/2021	EPI_ISL_3023612		Laboratorio de Referencial Nacional de Virus Respiratorios	Laboratorio de Referencial Nacional de Virus Respiratorios	Carlos Padilla Rojas et al
Peru/LAM-INS-1095/2021	EPI_ISL_2536858		Laboratorio de Referencial Nacional de Virus Respiratorios	Laboratorio de Referencial Nacional de Virus Respiratorios	Carlos Padilla Rojas et al
Peru/CAL-INS-973/2021	EPI_ISL_2536746		Laboratorio de Referencial Nacional de Virus Respiratorios	Laboratorio de Referencial Nacional de Virus Respiratorios	Carlos Padilla Rojas et al
Peru/LIM-UPCH-0830/2021	EPI_ISL_3020277		Laboratorio de Genómica Microbiana, Universidad Peruana Cayetano Heredia	Laboratorio de Genómica Microbiana, Universidad Peruana Cayetano Heredia	Pablo Tsukayama et al
Peru/LIM-INS-1199/2021	EPI_ISL_2844755		Laboratorio de Referencial Nacional de Virus Respiratorios	Laboratorio de Referencial Nacional de Virus Respiratorios	Carlos Padilla Rojas et al
Peru/LOR-INS-1903/2021	EPI_ISL_3023603		Laboratorio de Referencial Nacional de Virus Respiratorios	Laboratorio de Referencial Nacional de Virus Respiratorios	Carlos Padilla Rojas et al
Peru/LIM-INS-1707/2021	EPI_ISL_3023451		Laboratorio de Referencial Nacional de Virus Respiratorios	Laboratorio de Referencial Nacional de Virus Respiratorios	Carlos Padilla Rojas et al
Guadeloupe/IPG-7333/2020	EPI_ISL_613432		Institut Pasteur de la Guadeloupe	Institut Pasteur de la Guadeloupe	Marion Barbet et al B
Peru/LIM-INS-022/2020	EPI_ISL_491428		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Biotecnología y Biología Molecular. Instituto Nacional de Salud Perú	Carlos Padilla Rojas et al
Guadeloupe/IPG-7339/2020	EPI_ISL_613438		Institut Pasteur de la Guadeloupe	Institut Pasteur de la Guadeloupe	Marion Barbet et al B
Peru/CAL-UPCH-0035/2020	EPI_ISL_540935		Laboratorio de Referencia Nacional de Virus Respiratorios, Instituto Nacional de Salud Peru	Laboratorio de Genómica Microbiana, Universidad Peruana Cayetano Heredia	Pablo Tsukayama et al
Peru/LIM-UPCH-0189/2020	EPI_ISL_729886		Laboratorio de Referencia Nacional de Virus Respiratorios, Instituto Nacional de Salud Peru	Laboratorio de Genómica Microbiana, Universidad Peruana Cayetano Heredia	Pablo Tsukayama et al
Angola/KRISP-K009706/2020	EPI_ISL_1347897		Instituto Nacional de Investigação em Saúde	KRISP, KZN Research Innovation and Sequencing Platform	Morais J et al
Angola/KRISP-K009781/2020	EPI_ISL_1347935		Instituto Nacional de Investigação em Saúde	KRISP, KZN Research Innovation and Sequencing Platform	Morais J et al
Angola/KRISP-K011713/2021	EPI_ISL_1545331		Instituto Nacional de Investigação em Saúde	KRISP, KZN Research Innovation and Sequencing Platform	Morais J et al
Jordan/AM-ALSR-5322/2020	EPI_ISL_730558		Biolab Diagnostic Laboratories	Andersen lab at Scripps Research	Issa Abu-Dayyeh et al
Congo/ITM-014-001LEK/2021	EPI_ISL_1671925		Fondation Congolaise pour la recherche medicale (FCRM), Francine Ntoumi	Institute of Tropical Medicine	Prof. Dr. Thirumalaisamy P. Velavan et al
Congo/Q001C115AG_2101-TM-r1-029/2021	EPI_ISL_912378		Fondation Congolaise pour la recherche medicale (FCRM), Francine Ntoumi	NGS Competence Center Tuebingen, Institut für Medizinische Mikrobiologie und Hygiene, Universitaetsklinikum Tübingen	Angel Angelov et al
Congo/ITM-064-6176/2021	EPI_ISL_1854794		Fondation Congolaise pour la recherche medicale (FCRM), Francine Ntoumi	Institute of Tropical Medicine	Prof. Francine Ntoumi et al
Angola/KRISP-K011739/2021	EPI_ISL_1545357		Instituto Nacional de Investigação em Saúde	KRISP, KZN Research Innovation and Sequencing Platform	Morais J et al
Serbia/Belgrade-2972680801/2021	EPI_ISL_1017697		Institute of Virology, Vaccines and Sera ''Torlak''	Institute of microbiology and Immunology, Faculty of Medicine, University of Belgrade	Knezevic et al
Serbia/Belgrade-3005212601/2021	EPI_ISL_1017693		Institute of Virology, Vaccines and Sera ''Torlak''	Institute of microbiology and Immunology, Faculty of Medicine, University of Belgrade	Knezevic et al
Serbia/Belgrade-C335512111/2020	EPI_ISL_955168		Institute for Biocides and Medical Ecology	Institute of microbiology and Immunology, Faculty of Medicine, University of Belgrade	Knezevic et al
Serbia/Belgrade-2958023112/2020	EPI_ISL_1017699		Institute of Virology, Vaccines and Sera ''Torlak''	Institute of microbiology and Immunology, Faculty of Medicine, University of Belgrade	Knezevic et al
Chile/RM-133191/2020	EPI_ISL_746632		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-84953/2020	EPI_ISL_746810		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-110889/2020	EPI_ISL_746572		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-155625/2020	EPI_ISL_746487		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/MA-CADIUMAG-35/2020	EPI_ISL_681700		Molecular Medicine Laboratory, University of Magallanes	Centro Asistencial Docente y de Investigacion, Universidad de Magallanes	Jorge González et al
Chile/MA-UMAG-Catg-20/2020	EPI_ISL_625676		Laboratory of Molecular Medicine, University of Magallanes	Centro Asistencial Docente y de Investigacion, Universidad de Magallanes	Jorge Gonzalez et al
Chile/MA-194115-B/2020	EPI_ISL_746528		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/KRU459/2020	EPI_ISL_802546		Molecular Microbiology and Food Research Laboratory (MMFRLAB) - Universidad San Sebastián	Facultad de Ciencias de la Vida, UNAB	Dayán Sanhueza et al
Chile/RM-230263/2020	EPI_ISL_1167706		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/KTJ904/2020	EPI_ISL_802561		Molecular Microbiology and Food Research Laboratory (MMFRLAB) - Universidad San Sebastián	Facultad de Ciencias de la Vida, UNAB	Dayán Sanhueza et al
Chile/KTJ905/2020	EPI_ISL_802562		Molecular Microbiology and Food Research Laboratory (MMFRLAB) - Universidad San Sebastián	Facultad de Ciencias de la Vida, UNAB	Dayán Sanhueza et al
Chile/KTJ915/2020	EPI_ISL_802565		Molecular Microbiology and Food Research Laboratory (MMFRLAB) - Universidad San Sebastián	Facultad de Ciencias de la Vida, UNAB	Dayán Sanhueza et al
Peru/LIM-INS-471/2020	EPI_ISL_1111369		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Enteropatógenos. Instituto Nacional de Salud del Perú	Ronnie Gavilan Chavez et al
Mozambique/INS-K007956/2020	EPI_ISL_887421		Instituto Nacional de Saude (INS), Mozambique	KRISP, KZN Research Innovation and Sequencing Platform	Nalia Ismael et al
SouthAfrica/R12658-20/2020	EPI_ISL_504212		National Institute for Communicable Diseases of the National Health Laboratory Service	National Institute for Communicable Diseases of the National Health Laboratory Service	Allam M et al
SouthAfrica/R12646-20/2020	EPI_ISL_504206		National Institute for Communicable Diseases of the National Health Laboratory Service	National Institute for Communicable Diseases of the National Health Laboratory Service	Allam M et al
SouthAfrica/R12670-20/2020	EPI_ISL_504218		National Institute for Communicable Diseases of the National Health Laboratory Service	National Institute for Communicable Diseases of the National Health Laboratory Service	Allam M et al
Zambia/ZMB-25867/2020	EPI_ISL_977323		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
SouthAfrica/KRISP-K003347/2020	EPI_ISL_602739		NHLS-IALCH	KRISP, KZN Research Innovation and Sequencing Platform	Giandhari J et al A
SouthAfrica/Tygerberg_345_CC2/2020	EPI_ISL_660149		PathCare	National Health Laboratory Service (NHLS), Tygerberg	Susan Engelbrecht et al
Mozambique/INS-K011802/2020	EPI_ISL_2396907		Instituto Nacional de Saude (INS), Mozambique	KRISP, KZN Research Innovation and Sequencing Platform	Nalia Ismael et al
Mozambique/INS-K011795/2020	EPI_ISL_2396900		Instituto Nacional de Saude (INS), Mozambique	KRISP, KZN Research Innovation and Sequencing Platform	Nalia Ismael et al
Mozambique/MZ-L-IBV-97025449/2020	EPI_ISL_2442191		Centro de Investigação em Saúde de Manhiça (CISM) & ISGlobal, Institut de Salut Global de Barcelona	Instituto de Biomedicina de València - CSIC	Alfredo Mayor et al
Mozambique/INS-K007940/2020	EPI_ISL_887499		Instituto Nacional de Saude (INS), Mozambique	KRISP, KZN Research Innovation and Sequencing Platform	Nalia Ismael et al
Mozambique/INS-K007924/2020	EPI_ISL_887492		Instituto Nacional de Saude (INS), Mozambique	KRISP, KZN Research Innovation and Sequencing Platform	Nalia Ismael et al
Belgium/LHUB11588472/2020	EPI_ISL_1752486		LHUB-ULB	LHUB-ULB	Charlotte Michel et al
Guadeloupe/IPG-7346/2020	EPI_ISL_613443		Institut Pasteur de la Guadeloupe	Institut Pasteur de la Guadeloupe	Marion Barbet et al B
Peru/LIM-UPCH-0165/2020	EPI_ISL_729873		Laboratorio de Referencia Nacional de Virus Respiratorios, Instituto Nacional de Salud Peru	Laboratorio de Genómica Microbiana, Universidad Peruana Cayetano Heredia	Pablo Tsukayama et al
Peru/LAL-INS-1669/2021	EPI_ISL_3023418		Laboratorio de Referencial Nacional de Virus Respiratorios	Laboratorio de Referencial Nacional de Virus Respiratorios	Carlos Padilla Rojas et al
Cameroon/CV437/2020	EPI_ISL_845557		National Public Health Laboratory, Cameroon	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University	Oluniyi P.E. et al A
Cameroon/GAROUA-CoV1870/2020	EPI_ISL_1790087		Centre Pasteur Annexe de Garoua	Institut Pasteur de Dakar	Njouom Richard et al
Cameroon/CV411/2020	EPI_ISL_845549		National Public Health Laboratory, Cameroon	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University	Oluniyi P.E. et al A
Cameroon/CV406/2020	EPI_ISL_845548		National Public Health Laboratory, Cameroon	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University	Oluniyi P.E. et al A
Cameroon/Yaounde-ECO42/2020	EPI_ISL_1190766		CREMER(Centre de Rechercherches sur les Maladies Emergentes et Ré-émergentes)	TransVIHMI(Recherches Translationnelles sur le VIH et les Maladies Infectieuses)	Celestin Godwe et al
Cameroon/ICGEB-CIRCB_14043/2021	EPI_ISL_2504130		Chantal Biya International Reference Centre (CIRCB)	International Centre for Genetic Engineering and Biotechnology (ICGEB) and ARGO Open Lab for Genome Sequencing	Joseph Fokam et al
Cameroon/Yaounde-20V-59295/2020	EPI_ISL_1001049		Centre Pasteur du Cameroun	Institut Pasteur de Dakar	Njouom Richard et al
Cameroon/Yaounde-21V-00596/2021	EPI_ISL_1257877		Centre Pasteur du Cameroun	Institut Pasteur de Dakar	Njouom Richard et al
Cameroon/Yaounde-ECO4/2021	EPI_ISL_1190750		CREMER(Centre de Rechercherches sur les Maladies Emergentes et Ré-émergentes)	TransVIHMI(Recherches Translationnelles sur le VIH et les Maladies Infectieuses)	Celestin Godwe et al
Cameroon/Yaounde-ECO17/2021	EPI_ISL_1190755		CREMER(Centre de Rechercherches sur les Maladies Emergentes et Ré-émergentes)	TransVIHMI(Recherches Translationnelles sur le VIH et les Maladies Infectieuses)	Celestin Godwe et al
Niger/M132/2021	EPI_ISL_2835630		Center for Medical and Sanitary Research (CERMES)	CDC Atlanta	Adamou Lagare et al
Niger/M37/2020	EPI_ISL_2835634		Center for Medical and Sanitary Research (CERMES)	CDC Atlanta	Adamou Lagare et al
Australia/NSW2977/2020	EPI_ISL_707900		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Virology Research Laboratory; Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Foster et al
Pakistan/NIH-62/2020	EPI_ISL_1385791		Department of Virology	Department of Virology	Massab Umair et al
Pakistan/NIH-18/2020	EPI_ISL_1706278		Department of Virology	Department of Virology	Massab Umair et al
Peru/LIM-INS-381/2020	EPI_ISL_1111279		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Enteropatógenos. Instituto Nacional de Salud del Perú	Ronnie Gavilan Chavez et al
Peru/LIM-UPCH-0168/2020	EPI_ISL_729875		Laboratorio de Referencia Nacional de Virus Respiratorios, Instituto Nacional de Salud Peru	Laboratorio de Genómica Microbiana, Universidad Peruana Cayetano Heredia	Pablo Tsukayama et al
Peru/LIM-INS-371/2020	EPI_ISL_1111269		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Enteropatógenos. Instituto Nacional de Salud del Perú	Ronnie Gavilan Chavez et al
Peru/LIM-INS-094/2020	EPI_ISL_536493		Instituto Nacional de Salud	Laboratorio de Infecciones Respiratorias Agudas	Eduardo Juscamayta Lopez et al
Peru/LIM-INS-099/2020	EPI_ISL_536498		Instituto Nacional de Salud	Laboratorio de Infecciones Respiratorias Agudas	Eduardo Juscamayta Lopez et al
Peru/LIM-INS-095/2020	EPI_ISL_536494		Instituto Nacional de Salud	Laboratorio de Infecciones Respiratorias Agudas	Eduardo Juscamayta Lopez et al
Peru/ICA-INS-107/2020	EPI_ISL_536505		Instituto Nacional de Salud	Laboratorio de Infecciones Respiratorias Agudas	Eduardo Juscamayta Lopez et al
Peru/LIM-INS-178/2020	EPI_ISL_1092332		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Biotecnología y Biología Molecular. Instituto Nacional de Salud Perú	Carlos Padilla Rojas et al
Peru/LIM-INS-850/2020	EPI_ISL_1534631		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Biotecnología y Biología Molecular. Instituto Nacional de Salud Perú	Carlos Padilla Rojas et al
Peru/un-CDC-4033364-001/2020	EPI_ISL_2379246	MZ323735.1	NAMRU-6	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Anna Kelleher et al
England/ALDP-94E3B9/2020	EPI_ISL_555503		Lighthouse Lab in Alderley Park	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	The Lighthouse Lab in Alderley Park et al
Chile/RM-109600/2020	EPI_ISL_746560		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-131476/2020	EPI_ISL_746627		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/MA-CADIUMAG-27/2020	EPI_ISL_681692		Molecular Medicine Laboratory, University of Magallanes	Centro Asistencial Docente y de Investigacion, Universidad de Magallanes	Jorge González et al
Chile/RM-133240/2020	EPI_ISL_746633		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Argentina/PAIS-D0109/2020	EPI_ISL_1396378		Hospital Notti Mendoza	Nodo de Secuenciación Tierra del Fuego - Hospital Regional Ushuaia - Centro Austral De Investigaciones Científicas - Universidad Nacional De Tierra Del Fuego on behalf of 'Proyecto Argentino Interinstitucional de genomica de SARS-CoV-2' (PAIS Consortium)	Sandra Grucci et al
Chile/RM-126534/2020	EPI_ISL_746595		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-127822/2020	EPI_ISL_746610		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-157312/2020	EPI_ISL_746494		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-262133/2020	EPI_ISL_1167747		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-133562/2020	EPI_ISL_746637		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-228688/2020	EPI_ISL_1167702		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-229557/2020	EPI_ISL_1167704		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-111211/2020	EPI_ISL_746582		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-170370/2020	EPI_ISL_746717		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/NB-261394/2020	EPI_ISL_1167900		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-134067/2020	EPI_ISL_746643		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Peru/LIM-UPCH-0187/2020	EPI_ISL_729885		Laboratorio de Referencia Nacional de Virus Respiratorios, Instituto Nacional de Salud Peru	Laboratorio de Genómica Microbiana, Universidad Peruana Cayetano Heredia	Pablo Tsukayama et al
Ecuador/USFQ-733/2021	EPI_ISL_877558		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Ecuador/USFQ-726/2021	EPI_ISL_877555		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Ecuador/USFQ-734/2021	EPI_ISL_877559		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Curacao/CW-RIVM-11642/2021	EPI_ISL_1014592		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-13550/2021	EPI_ISL_1089992		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-13017/2021	EPI_ISL_1035765		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Aruba/AW-RIVM-11547/2021	EPI_ISL_1014642		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-21733/2020	EPI_ISL_1014550		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-21717/2020	EPI_ISL_1014565		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Aruba/AW-RIVM-11549/2021	EPI_ISL_1014640		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Aruba/AW-RIVM-11738/2021	EPI_ISL_1014603		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Aruba/AW-RIVM-11428/2021	EPI_ISL_1014648		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Aruba/AW-RIVM-14910/2021	EPI_ISL_1165622		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Aruba/AW-RIVM-13779/2021	EPI_ISL_1090217		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Aruba/AW-RIVM-11548/2021	EPI_ISL_1014641		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Aruba/AW-RIVM-11391/2021	EPI_ISL_1014666		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Peru/LIM-UPCH-0290/2020	EPI_ISL_812451		Laboratorio de Referencia Nacional de Virus Respiratorios, Instituto Nacional de Salud Peru	Laboratorio de Genómica Microbiana, Universidad Peruana Cayetano Heredia	Pablo Tsukayama et al
Egypt/CUNCI-HGC12I031/2021	EPI_ISL_890214	MW533298.1	Cancer Biology Department, National Cancer Institute	Cancer Biology Department, National Cancer Institute	Zekri et al
Egypt/CUNCI-HGC9I033/2020	EPI_ISL_857340	MW504613.1	Cancer Biology Department, National Cancer Institute	Cancer Biology Department, National Cancer Institute	Zekri et al
Egypt/CUNCI-HGC12I047/2021	EPI_ISL_890227	MW533311.1	Cancer Biology Department, National Cancer Institute	Cancer Biology Department, National Cancer Institute	Zekri et al
Egypt/PHARCO-ARMY-40/2021	EPI_ISL_1936300	MW831566.1	Main Chemical Laboratories Egypt Army	Main Chemical Laboratories Egypt Army	Sherine Helmy et al
Egypt/PHARCO-ARMY-39/2021	EPI_ISL_1936299	MW831565.1	Main Chemical Laboratories Egypt Army	Main Chemical Laboratories Egypt Army	Sherine Helmy et al
Ecuador/USFQ-131/2020	EPI_ISL_491935		Centro de Investigaciones, Universidad de Especialidades Espíritu Santo	Institute of Microbiology, Universidad San Francisco de Quito	Derly Andrade et al
Cameroon/GAROUA-CoV2021/2021	EPI_ISL_1790093		Centre Pasteur Annexe de Garoua	Institut Pasteur de Dakar	Njouom Richard et al
Cameroon/Yaounde-ECO43/2020	EPI_ISL_1190767		CREMER(Centre de Rechercherches sur les Maladies Emergentes et Ré-émergentes)	TransVIHMI(Recherches Translationnelles sur le VIH et les Maladies Infectieuses)	Celestin Godwe et al
Cameroon/GAROUA-CoV2154/2021	EPI_ISL_1790099		Centre Pasteur Annexe de Garoua	Institut Pasteur de Dakar	Njouom Richard et al
Cameroon/Douala-TB-002/2021	EPI_ISL_1790074		Laboratoire de Référence de la TB Douala	Institut Pasteur de Dakar	Njouom Richard et al
Belgium/rega-0623701/2020	EPI_ISL_734778		UZ Leuven, National Reference Laboratory for Coronaviruses, Laboratory Medicine, Leuven, Belgium	KU Leuven, Rega Institute, Clinical and Epidemiological Virology	Tony Wawina-Bokalanga et al
Aruba/AW-RIVM-10749/2021	EPI_ISL_1059909		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Peru/LIM-INS-097/2020	EPI_ISL_536496		Instituto Nacional de Salud	Laboratorio de Infecciones Respiratorias Agudas	Eduardo Juscamayta Lopez et al
Coted-Ivoire/BKE0557-bc9/2020	EPI_ISL_1662582		Molecular diagnostic unit for viral haemorrhagic fevers and emerging viruses, Bouaké CHU Laboratory	Project group Epidemology of Highly Pathogenic Microorganisms, Robert Koch-Institute	Chantal Akoua-Koffi et al
Serbia/Subotica-198541706/2020	EPI_ISL_661179		Scientific Veterinary Institute Novi Sad	Veterinary Specialized Institute "Kraljevo", Serbia	Vidanovic et al
