strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Colombia/GVI-160130/2020	EPI_ISL_941993		Instituto Nacional de Salud, Bogotá, Colombia	Centro de Investigaciones en Microbiología y Biotecnología-UR (CIMBIUR), Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia Instituto Nacional de Salud, Bogotá, Colombia Icahn School of Medicine at Mount Sinai, New York, USA	Luz Helena Patiño et al
Colombia/DC-INS-197/2020	EPI_ISL_526971		Instituto Nacional de Salud, Bogotá, Colombia	Instituto Nacional de Salud, Bogotá, Colombia	Katherine Laiton-Donato et al A
Australia/SA0498/2020	EPI_ISL_602579		SA Pathology	SA Pathology	Lex Leong et al
Jordan/Biolab003/2021	EPI_ISL_977602		Biolab Diagnostic Laboratories	Biolab Diagnostic Laboratories	Issa Abu-Dayyeh et al
Canada/NL-NML-3124/2020	EPI_ISL_1055432		Dr. Leonard A. Miller Centre for Health Services	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/NL-NML-5795/2020	EPI_ISL_1055445		Dr. Leonard A. Miller Centre for Health Services	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/SK-NML-17838/2021	EPI_ISL_2883576		SK-Roy Romanow Provincial Laboratory	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/NS-NML-16992/2021	EPI_ISL_1272400		NS-QEII Health Sciences Centre	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/AB-ABPHL-16482/2021	EPI_ISL_2479361		Edmonton Provincial Lab	Public Health Agency of Canada (PHAC) National Microbiology Laboratory	Buss et al
Canada/ABPHL-02809/2021	EPI_ISL_2163283		Alberta Precision Labs (APL)	Public Health Agency of Canada (PHAC) National Microbiology Laboratory	Buss et al
Canada/NS-NML-5159/2021	EPI_ISL_1055474		QEII Health Sciences Centre	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/ON-SC4402/2020	EPI_ISL_1740038		Ontario's COVID-19 Genomics Rapid Response Coalition	McMaster University	Allison McGeer et al
SaudiArabia/477/2020	EPI_ISL_489996	MT755883.1	King Fahad Medical City	King Fahad Medical City	Alosaimi et al
SaudiArabia/509/2020	EPI_ISL_489998	MT755885.1	King Fahad Medical City	King Fahad Medical City	Alosaimi et al
Egypt/NRC-6760/2020	EPI_ISL_2232366		Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Rabeh El-Shesheny et al
Kenya/EMBQ-MR-151/2020	EPI_ISL_2779447		MOH-K	USAMRD-A, Basic Science Laboratory	Gathii Kimita et al
Kenya/C24113/2020	EPI_ISL_806694	MW751409.1	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	Githinji et al
Kenya/SOMP-MN-018/2020	EPI_ISL_2779550		MOH-K	USAMRD-A, Basic Science Laboratory	Gathii Kimita et al
Egypt/NRC-6638/2020	EPI_ISL_2232254		Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Rabeh El-Shesheny et al
Egypt/NRC-6839/2020	EPI_ISL_2232273		Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Rabeh El-Shesheny et al
Egypt/NRC-6985/2020	EPI_ISL_2232354		Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Rabeh El-Shesheny et al
Egypt/NRC-6959/2020	EPI_ISL_2232355		Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Rabeh El-Shesheny et al
Egypt/NRC-6942/2020	EPI_ISL_2232356		Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Rabeh El-Shesheny et al
Egypt/NRC-6841/2020	EPI_ISL_2232351		Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Rabeh El-Shesheny et al
Egypt/NRC-6819/2020	EPI_ISL_2232363		Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Rabeh El-Shesheny et al
Egypt/NRC-6820/2020	EPI_ISL_2232361		Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Rabeh El-Shesheny et al
Egypt/NRC-6816/2020	EPI_ISL_2232364		Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Rabeh El-Shesheny et al
Egypt/NRC-6818/2020	EPI_ISL_2232362		Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Center of Scientific Excellence for Influenza Viruses (CSEIV), National Research Centre	Rabeh El-Shesheny et al
BosniaandHerzegovina/VFS-UNSA-LMGFI017/2021	EPI_ISL_955186		University of Sarajevo, Veterinary Faculty, Laboratory for Molecular Diagnostic and Research Laboratory	University of Sarajevo, Veterinary Faculty, Laboratory for Molecular Diagnostic and Research Laboratory	Goletić Š. et al
Sweden/SE1410199049/2021	EPI_ISL_2409739		Swedish national genomic surveillance program of SARS-CoV-2	The Public Health Agency of Sweden	Maximilian Riess et al
Switzerland/AG-ETHZ-370243/2020	EPI_ISL_1004981	OD997257.1	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
Luxembourg/LNS0779841/2020	EPI_ISL_739831		Laboratoire national de santé, Microbiology, Virology	Laboratoire national de santé, Microbiology, Microbial Genomics Platform	Anke Wienecke-Baldacchino et al
France/IDF_HB_112009077520/2020	EPI_ISL_940483		Hôpital Bichat Claude Bernard, Laboratoire de Virologie	IAME UMR1137 Inserm, Université de Paris, Hôpital Bichat	Antoine Bridier-Nahmias et al
Mauritius/N2024/2021	EPI_ISL_1191600		Virology Department, Victoria Hospital, Plaine-Wilhems, Mauritius	National Institute for Communicable Diseases of the National Health Laboratory Service	Ramuth M et al
Australia/WA528/2020	EPI_ISL_794700		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Luxembourg/LNS1956201/2020	EPI_ISL_740028		Laboratoire national de santé, Microbiology, Virology	Laboratoire national de santé, Microbiology, Microbial Genomics Platform	Anke Wienecke-Baldacchino et al
France/PAC-IHU-1355/2020	EPI_ISL_569137		MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
Barbados/BRB50398/2020	EPI_ISL_977656		Caribbean Public Health Agency	Carrington Lab, Department of PreClinical Sciences, Building 36, First Floor Biochemistry Unit, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
Sweden/9741840129/2020	EPI_ISL_1618237		Swedish national genomic surveillance program of SARS-CoV-2	The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al
Hungary/UD-94387/2020	EPI_ISL_678395		University of Debrecen, Department of Medical Microbiology	National Laboratory of Virology, Szentágothai Research Centre	Endre Gábor Tóth et al
Estonia/Cov0493/2020	EPI_ISL_2643589	OU278155.1	SYNLAB Eesti OÜ	Department of Microbiology, Institute of Biomedicine and Translational Medicine, University of Tartu	Radko Avi et al
Switzerland/GR-42438219/2020	EPI_ISL_831005	OU280349.1	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
Slovakia/UKBA-316/2020	EPI_ISL_583484		Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	Faculty of Natural Sciences, Comenius University, Bratislava	Kristína Boršová et al
Austria/CeMM1701/2020	EPI_ISL_854113		Austrian Agency for Health and Food Safety (AGES)	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
Norway/4021/2020	EPI_ISL_590971		Dept. of Medical Microbiology, Stavanger University Hospital, Helse Stavanger HF	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Norway/4043/2020	EPI_ISL_2333180		Innlandet Hospital Trust, Division Lillehammer, Department for Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	'Kathrine Stene-Johansen et al
England/ALDP-A7065A/2020	EPI_ISL_607684		Lighthouse Lab in Alderley Park	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Jacquelyn Wynn et al
Slovakia/CeMM4312/2021	EPI_ISL_1495224		Public Health Authority of the Slovak Republic	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
Slovenia/175886/2020	EPI_ISL_2887139		Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Alen Suljič et al
Slovenia/92113/2020	EPI_ISL_2644334		Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Alen Suljič et al
Austria/MUW_1337238/2020	EPI_ISL_1020297		Center for Virology	Center for Virology	Jeremy V. Camp et al
Austria/CeMM1531/2020	EPI_ISL_854015		Austrian Agency for Health and Food Safety (AGES)	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
Hungary/UD-58213/2020	EPI_ISL_671452		University of Debrecen, Department of Medical Microbiology	National Laboratory of Virology, Szentágothai Research Centre	Endre Gábor Tóth et al
Austria/CeMM5480/2020	EPI_ISL_1495504		Department of Laboratory Medicine, Division of Clinical Virology, University of Medicine, Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
Hungary/US-55491w/2020	EPI_ISL_677773		University of Szeged, Institute of Clinical Microbiology	National Laboratory of Virology, Szentágothai Research Centre	Endre Gábor Tóth et al
Austria/CeMM1484/2020	EPI_ISL_853982		Austrian Agency for Health and Food Safety (AGES)	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
Austria/CeMM2804/2020	EPI_ISL_1008145		Austrian Agency for Health and Food Safety (AGES)	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
Slovakia/UKBA-611/2020	EPI_ISL_788988		Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	Faculty of Natural Sciences, Comenius University, Bratislava	Kristína Boršová et al
Slovakia/113060242E/2020	EPI_ISL_1280140		Department of Genetics, Medirex	Laboratory of Genomics and Bioinformatics, Comenius University Science Park	Tatiana Sedláčková et al
Thailand/Bangkok-CONI-0287/2020	EPI_ISL_1138829		Institute for Urban Disease Control and Prevention	COVID-19 Network Investigations (CONI) Alliance	Elizabeth Batty et al A
Cambodia/112404/2020	EPI_ISL_918375		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Sokhoun Yann et al
Cambodia/111948/2020	EPI_ISL_918373		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Sokhoun Yann et al
Thailand/Chonburi_MS0193/2020	EPI_ISL_768610		Regional medical sciences center 6 Chonburi	National Institute of Health, Department of Medical Sciences, Ministry of Public Health, Thailand	Pilailuk Okada et al
Thailand/Chonburi_PN0160/2020	EPI_ISL_768611		Regional medical sciences center 6 Chonburi	National Institute of Health, Department of Medical Sciences, Ministry of Public Health, Thailand	Pilailuk Okada et al
Thailand/Chonburi-SQ-TB0062/2020	EPI_ISL_708808		Regional medical sciences center 6 chonburi	National Institute of Health, Department of Medical Sciences, Ministry of Public Health, Thailand	Pilailuk Okada et al
Sweden/20-53789/2020	EPI_ISL_775548		Klinisk Mikrobiologi	The Public Health Agency of Sweden	Department of Microbiology et al
Sweden/20-13138/2020	EPI_ISL_775578		ABC	The Public Health Agency of Sweden	Department of Microbiology et al
Sweden/RVFOI21-01002/2020	EPI_ISL_2333649		Klinisk mikrobiologi, Region Västerbotten	CBRN Defence and Security, Swedish Defence Research Agency	Caroline Öhrman et al
France/BRE-IPP9989/2020	EPI_ISL_718244		Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al A
Luxembourg/LNS9594490/2020	EPI_ISL_744946		Laboratoire national de santé, Microbiology, Virology	Laboratoire national de santé, Microbiology, Microbial Genomics Platform	Anke Wienecke-Baldacchino et al
France/PAC-IHUCOVID-2692/2020	EPI_ISL_804561		MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
Djibouti/NAMRU3_C58/2021	EPI_ISL_2858683		Naval Medical Research Unit No. 3	Naval Medical Research Center Biological Defense Research Directorate	Catherine E. Arnold et al
Mauritius/P-014863/2020	EPI_ISL_2499905		Virology Department, Central Health Laboratory	The Francis Crick Institute	Ramuth M et al
Morocco/FMP-45/2020	EPI_ISL_775221		Laboratoire Biolife	Laboratoire de Biotechnologie	Mouna Ouadghiri et al
France/PAC-IHUCOVID-2931/2020	EPI_ISL_896195		MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
Luxembourg/LNS1908675/2020	EPI_ISL_740019		Laboratoire national de santé, Microbiology, Virology	Laboratoire national de santé, Microbiology, Microbial Genomics Platform	Anke Wienecke-Baldacchino et al
France/PAC-IHUCOVID-2362/2020	EPI_ISL_900143		MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
Switzerland/GE-32943998/2021	EPI_ISL_864709	FR990861.1	University Hospitals of Geneva, Laboratory of Virology	HUG, Laboratory of Virology and the Health2030 Genome Center	Samuel Cordey et al
France/un-UPEC-20122170427/2020	EPI_ISL_982336		Hôpital Henri Mondor	Department of Virology, Henri Mondor University Hospital, Assistance Publique Hôpitaux de Paris, Université Paris-Est Créteil, INSERM U955	Christophe Rodriguez et al
NewZealand/20CV0376/2020	EPI_ISL_579114		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
France/un-20122010305/2020	EPI_ISL_982122		Hôpital Henri Mondor	Department of Virology, Henri Mondor University Hospital, Assistance Publique Hôpitaux de Paris, Université Paris-Est Créteil, INSERM U955	Christophe Rodriguez et al
Netherlands/NH-RIVM-20803/2020	EPI_ISL_790862		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Montenegro/ChVir23240/2021	EPI_ISL_1013614		Department for Molecular Diagnostics, Centre for Medical Microbiology, Institute of Public Health, Montenegro	Charité Universitätsmedizin Berlin, Institut für Virologie	Victor M Corman et al A
Canada/QC-1nIUH-5524194385/2020	EPI_ISL_2824900		Laboratoire de santé publique du Québec	Laboratoire de santé publique du Québec	Sandrine Moreira et al
Canada/Qc-HSJ-T8133739/2020	EPI_ISL_1400677		Laboratoire de santé publique du Québec	Laboratoire de santé publique du Québec	Sandrine Moreira et al
Canada/Qc-HSE-5524120467/2020	EPI_ISL_1403179		Laboratoire de santé publique du Québec	Laboratoire de santé publique du Québec	Sandrine Moreira et al
Canada/QC-1nIUH-5524373975/2021	EPI_ISL_2975487		Laboratoire de santé publique du Québec	Laboratoire de santé publique du Québec	Sandrine Moreira et al
Tunisia/58412/2020	EPI_ISL_654018		Laboratory of Microbiology, National Reference Lab, Charles Nicolle Hospital; 2-University of Tunis ElManar, Faculty of Medicine of Tunis, LR99ES09, Tunis, Tunisia	1-Clinical and Experimental Pharmacology Lab, LR16SP02, National Center of Pharmacovigilance, University of Tunis El Manar, Tunis, Tunisia. 2-Neurodegenerative diseases and psychiatric troubles, LR18SP03, Razi Hospital, University of Tunis El Manar, Tunis, Tunisia. 3- Ministry of Health, National Observatory of New and Emerging Diseases, 1006, Tunis, Tunisia	Ilhem Boutiba-Ben Boubaker et al
Turkey/HSGM-AD1/2020	EPI_ISL_812886		Ministry of Health Turkey	Ministry of Health Turkey	Fatma Bayrakdar et al A
Switzerland/SH-ETHZ-531378/2020	EPI_ISL_1361031	OU188561.1	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
Switzerland/BS-UHB-42495671/2020	EPI_ISL_931396	OU281654.1	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
Bulgaria/21BG-NC_A000075/2020	EPI_ISL_2081938		National Center of Infectious and Parasitic Diseases	National Center of Infectious and Parasitic Diseases	Alexiev et al
Tunisia/55308/2020	EPI_ISL_654019		Laboratory of Microbiology, National Reference Lab, Charles Nicolle Hospital; 2-University of Tunis ElManar, Faculty of Medicine of Tunis, LR99ES09, Tunis, Tunisia	1-Clinical and Experimental Pharmacology Lab, LR16SP02, National Center of Pharmacovigilance, University of Tunis El Manar, Tunis, Tunisia. 2-Neurodegenerative diseases and psychiatric troubles, LR18SP03, Razi Hospital, University of Tunis El Manar, Tunis, Tunisia. 3- Ministry of Health, National Observatory of New and Emerging Diseases, 1006, Tunis, Tunisia	Ilhem Boutiba-Ben Boubaker et al
France/PAC-HCL021008081801/2020	EPI_ISL_1371876		CHU NICE - HOPITAL ARCHET 2	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
