strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Australia/SA0411/2020	EPI_ISL_492176		SA Pathology	SA Pathology	Lex Leong et al
Australia/QLD1360/2020	EPI_ISL_849691		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/NT37/2020	EPI_ISL_430495		Royal Darwin Hospital Pathology	Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, The Peter Doherty Institute for Infection and Immunity	Meumann et al
Australia/QLD1436/2020	EPI_ISL_849719		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Malaysia/IMR_WC81523/2020	EPI_ISL_490096		Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J et al
Malaysia/MGI-MAEPS41/2020	EPI_ISL_582124		Malaysia Genome Institute	Malaysia Genome Institute	Mohd Noor Mat Isa et al
Malaysia/MGI-MAEPS54/2020	EPI_ISL_528743		Malaysia Genome Institute	Malaysia Genome Institute	Mohd Noor Mat Isa et al
Malaysia/MGI-MAEPS67/2020	EPI_ISL_528744		Malaysia Genome Institute	Malaysia Genome Institute	Mohd Noor Mat Isa et al
Malaysia/IMR_WC80066/2020	EPI_ISL_490092		Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J et al
Malaysia/IMR_WC80036/2020	EPI_ISL_490091		Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J et al
Malaysia/IMR_WC80031/2020	EPI_ISL_490090		Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J et al
Malaysia/IMR_WC81849/2020	EPI_ISL_490098		Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J et al
NewZealand/20VR1791/2020	EPI_ISL_536790	MZ331985.1	Waikato Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Myanmar/MMC_137/2020	EPI_ISL_512844		Department of Medical Research	DMR_Myanmar	Myat Htut Nyunt et al
Zambia/ZMB-67/2020	EPI_ISL_977298		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
NewZealand/20VR1272/2020	EPI_ISL_456197	MZ331921.1	LabPLUS	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
Philippines/RITM-05/2020	EPI_ISL_430843		Bethany Hospital	Research Institute for Tropical Medicine	Medado et al
Zambia/ZMB-111/2020	EPI_ISL_977356		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
Zambia/ZMB-349/2020	EPI_ISL_977422		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
Zambia/ZMB-403/2020	EPI_ISL_977459		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
Australia/NSW343/2020	EPI_ISL_699648		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Zambia/ZMB-833/2020	EPI_ISL_2803449		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
Canada/NB_257/2020	EPI_ISL_481750		Dr. Georges-L.-Dumont University Hospital Centre	National Microbiology Laboratory	Anna Majer et al
SierraLeone/KGH-G-8604/2020	EPI_ISL_512814	MT872493.1	Kenema Government Hospital, Ministry of Health and Sanitation	Kenema Government Hospital, Ministry of Health and Sanitation	Goba et al
Australia/VIC1651/2020	EPI_ISL_456553	MT612241.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute	Caly L. et al B
Australia/VIC1797/2020	EPI_ISL_480621		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Pakistan/AKUs21/2020	EPI_ISL_2629943	MT731277.1	Pathology and Laboratory Medicine, Aga Khan University	Pathology and Laboratory Medicine, Aga Khan University	Ghanchi et al
Malaysia/UNIMAS-14960/2020	EPI_ISL_718143		Ministry of Health Hospitals	Institute of Health and Community Medicine	David Perera et al
Australia/QLD1361/2020	EPI_ISL_849692		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/QLD992/2020	EPI_ISL_530252		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/QLD1058/2020	EPI_ISL_576143		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
PapuaNewGuinea/1/2020	EPI_ISL_693471		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/2/2020	EPI_ISL_693472		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/4/2020	EPI_ISL_693474		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/5/2020	EPI_ISL_693475		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
Australia/QLD1340/2020	EPI_ISL_849683		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
PapuaNewGuinea/3/2020	EPI_ISL_693473		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/8/2020	EPI_ISL_693478		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/33/2020	EPI_ISL_1307658		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/10/2020	EPI_ISL_693480		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/13/2020	EPI_ISL_693483		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/9/2020	EPI_ISL_693479		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/7/2020	EPI_ISL_693477		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/6/2020	EPI_ISL_693476		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/11/2020	EPI_ISL_693481		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/27/2020	EPI_ISL_1307652		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/12/2020	EPI_ISL_693482		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/34/2020	EPI_ISL_1307659		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/21/2020	EPI_ISL_1307646		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/19/2020	EPI_ISL_1307644		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/23/2020	EPI_ISL_1307648		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
Australia/QLD1535/2021	EPI_ISL_944744		Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
PapuaNewGuinea/28/2020	EPI_ISL_1307653		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/36/2020	EPI_ISL_1307663		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/17/2020	EPI_ISL_1307642		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/38/2020	EPI_ISL_1307665		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/15/2020	EPI_ISL_1307640		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/7/2021	EPI_ISL_1307677		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
NewZealand/21MV0118/2021	EPI_ISL_1172029		LabPLUS	Institute of Environmental Science and Research (ESR)	Rachel Boyle et al
Australia/QLD1525/2021	EPI_ISL_1300533		Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
PapuaNewGuinea/PNG234/2021	EPI_ISL_1424625		Queensland Medical Laboratories	Victorian Infectious Diseases Reference Laboratory (VIDRL) and the Melbourne Diagnostic Unit Public Health Laboratory (MDU-PHL)	Palou et al
PapuaNewGuinea/PNG245/2021	EPI_ISL_1424635		Queensland Medical Laboratories	Victorian Infectious Diseases Reference Laboratory (VIDRL) and the Melbourne Diagnostic Unit Public Health Laboratory (MDU-PHL)	Palou et al
PapuaNewGuinea/24/2020	EPI_ISL_1307649		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/29/2020	EPI_ISL_1307654		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/41/2020	EPI_ISL_1307668		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/PNG085/2021	EPI_ISL_1424519		Queensland Medical Laboratories	Victorian Infectious Diseases Reference Laboratory (VIDRL) and the Melbourne Diagnostic Unit Public Health Laboratory (MDU-PHL)	Palou et al
PapuaNewGuinea/12/2021	EPI_ISL_1322329		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/13/2021	EPI_ISL_1322330		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/26/2020	EPI_ISL_1307651		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/16/2020	EPI_ISL_1307641		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/51/2020	EPI_ISL_1322326		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/46/2020	EPI_ISL_1322321		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/50/2020	EPI_ISL_1322325		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/49/2020	EPI_ISL_1322324		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/48/2020	EPI_ISL_1322323		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/47/2020	EPI_ISL_1322322		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/53/2020	EPI_ISL_1322328		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
PapuaNewGuinea/52/2020	EPI_ISL_1322327		Central Public Health Laboratory	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
NewZealand/20VR1928/2020	EPI_ISL_456312	MZ332081.1	Southern Community Labs Dunedin	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
Malaysia/UNIMAS-11942/2020	EPI_ISL_718146		Ministry of Health Hospitals	Institute of Health and Community Medicine	David Perera et al
Senegal/SN-MBO-201670/2020	EPI_ISL_1167146		Iressef Genomics lab	L'institut de Recherche en Santé, de Surveillance Épidémiologique et de Formation (IRESSEF)	Souleymane MBOUP et al
Taiwan/TSGH-25/2020	EPI_ISL_437336		TSGH-CP molecular lab, Division of Clinical Pathology, Department of Pathology	TSGH-CP molecular lab, Division of Clinical Pathology, Department of Pathology	Cherng-Lih Perng et al
NewZealand/20VR1862/2020	EPI_ISL_456288	MZ332046.1	Southern Community Labs Dunedin	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
NewZealand/20VR1936/2020	EPI_ISL_456315	MZ332087.1	Southern Community Labs Dunedin	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
NewZealand/20VR2048/2020	EPI_ISL_456346	MZ332161.1	Southern Community Labs Dunedin	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
NewZealand/20VR2071/2020	EPI_ISL_579224	MZ332179.1	Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Italy/LOM-Pavia-38718/2020	EPI_ISL_1133164		Molecular Virology Unit, Microbiology and Virology Depertment, Fondazione IRCCS Policlinico San Matteo, Pavia	Molecular Virology Unit, Microbiology and Virology Depertment, Fondazione IRCCS Policlinico San Matteo, Pavia	Monica Tallarita et al
Oman/RESP-20-4943/2020	EPI_ISL_525425		Oman-National Influenza Center	Biotechnology & OMICs Laboratory	Samira Al-Mahruqi et al
NewZealand/20VR1831/2020	EPI_ISL_456275	MZ332021.1	Southern Community Labs Dunedin	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
Finland/FIN-25/2020	EPI_ISL_412971		HUS Diagnostiikkakeskus, Hallinto	Department of Virology Faculty of Medicine, Medicum University of Helsinki	Teemu Smura et al B (https://dx.doi.org/10.1002/jmv.25773)
Morocco/6893/2020	EPI_ISL_459971		Institut Pasteur du Maroc	Institut Pasteur du Maroc	Marion Barbet et al A (https://dx.doi.org/10.1101/2020.06.23.165902)
Senegal/65428/2020	EPI_ISL_485712		Institut Pasteur	Institut Pasteur de Dakar	Ndongo Dia et al
Australia/NSW2153/2020	EPI_ISL_509505		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Rawlinson et al
