strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Coted-Ivoire/BKE0965/2020	EPI_ISL_614393		Molecular diagnostic unit for viral haemorrhagic fevers and emerging viruses, Bouaké CHU Laboratory	Project group Epidemology of Highly Pathogenic Microorganisms, Robert Koch-Institute	Chantal Akoua-Koffi et al
Coted-Ivoire/BKE0820/2020	EPI_ISL_681840		Molecular diagnostic unit for viral haemorrhagic fevers and emerging viruses, Bouaké CHU Laboratory	Project group Epidemology of Highly Pathogenic Microorganisms, Robert Koch-Institute	Chantal Akoua-Koffi et al
Coted-Ivoire/COV-BKE1113/bc13/2020	EPI_ISL_1663657		Molecular diagnostic unit for viral haemorrhagic fevers and emerging viruses, Bouaké CHU Laboratory	Molecular diagnostic unit for viral haemorrhagic fevers and emerging viruses, Bouaké CHU Laboratory	Chantal Akoua-Koffi et al
Mali/M002593/2020	EPI_ISL_487446		CICM-Mali	Bundeswehr Institut of Microbiology	Kouriba et al
NewZealand/20CV0317/2020	EPI_ISL_579088		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0316/2020	EPI_ISL_579087		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
DRC/300/2020	EPI_ISL_420841		Viral Respiratory Lab, National Institute for Biomedical Research (INRB)	Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)	Placide Mbala-Kingebeni et al B (https://virological.org/t/phylogenetic-analysis-of-sars-cov-2-in-drc/528)
Somalia/CV1159/2020	EPI_ISL_2107094		National Institute of Health (NIH) - Federal Government of Somalia	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer’s University	Olawoye et al
Uganda/UG012/2020	EPI_ISL_451194		Uganda Virus Research Institute	MRC/UVRI & LSHTM Uganda Research Unit	Dan Lule Bugembe et al (https://dx.doi.org/10.3201/eid2610.202575)
Jordan/SR-0336/2020	EPI_ISL_450188		Biolab Diagnostic Laboratories	Andersen lab at Scripps Research	Issa Abu-Dayyeh et al
Gabon/ITM-K027/2020	EPI_ISL_539575		Centre de Recherches Medicales de Lambarene (CERMEL)	Department of Emerging Infectious Diseases, Institute of Tropical Medicine, Nagasaki University	Haruka Abe et al
Kazakhstan/129528/2020	EPI_ISL_1334580		Laboratory of virology, National center of expertise	RSE "National Center for Biotechnology" and RSE "National Center of Expertise"	Shevtsov Alexandr et al
Qatar/QA-QU_16-F1/2020	EPI_ISL_1713463		Ministry of Public Health / Hamad Medical Corporation	Biomedical Research Center (BRC), Qatar University / Qatar Genome Project (QGP)	BRC: Fatiha M. Benslimane et al
Qatar/QA-WCMQ_FD17571326/2020	EPI_ISL_1714320		Ministry of Public Health / Hamad Medical Corporation	Weill Cornell Medical College - Qatar (WCM-Q), Genomics Core Laboratory / Qatar Genome Project (QGP)	WCMQ: Ayeda A. Ahmed et al
UnitedArabEmirates/L920663561/2020	EPI_ISL_520734		Mohammed Bin Rashid University of Medicine and Health Sciences	Al Jalila Genomics Center	Ahmad Abou Tayoun et al B
Sweden/20-22156/2020	EPI_ISL_623085		Klinisk mikrobiologi, Skanes universitetssjukhus, Lund	The Public Health Agency of Sweden	Anna-Malin Linde et al
Nigeria/ED04-CV158/2020	EPI_ISL_527876		Nigeria Centre for Disease Control (NCDC)	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University, Ede, Osun State, Nigeria	Oluniyi P.E. et al A
UnitedArabEmirates/1874/2020	EPI_ISL_859631		BTC, Khalifa University	BTC, Khalifa University	Al Safar et al
Kenya/C14075/2020	EPI_ISL_806643	MW751362.1	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	Githinji et al
Pakistan/NIH-HAS001/2020	EPI_ISL_468163		Department of Virology, Public Health Laboratories Division, National Institute of Health	Department of Virology, Public Health Laboratories Division, National Institute of Health	Massab Umair et al
Uganda/UG017/2020	EPI_ISL_451199		Uganda Virus Research Institute	MRC/UVRI & LSHTM Uganda Research Unit	Dan Lule Bugembe et al (https://dx.doi.org/10.3201/eid2610.202575)
Togo/BMC-394-20/2020	EPI_ISL_1303031		Institut National d’Hygiène (INH)	Unité Mixte Internationale TransVIHMI (UMI 233 IRD – U1175 INSERM - Université de Montpellier)IRD (Institut de recherche pour le développement)	Mounerou SALOU et al
Zambia/ZMB-1241/2020	EPI_ISL_977357		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
Zambia/ZMB-1324/2020	EPI_ISL_2803648		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
UnitedArabEmirates/2002/2020	EPI_ISL_859646		BTC, Khalifa University	BTC, Khalifa University	Al Safar et al
Uzbekistan/Tashkent-CGB-03/2021	EPI_ISL_1439578		Private clinic of Biogen Med, Tashkent, Uzbekistan	Center of Genomics and bioinformatics, Bioinformatics laboratory	Mirzakamol S Ayubov et al
Rwanda/NRLNAT1011/2020	EPI_ISL_925849		Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera et al
Uganda/UG058/2020	EPI_ISL_737931		Uganda Central Public Health Lab and Uganda Virus Research Institute	MRC/UVRI & LSHTM Uganda Research Unit	Matthew Cotten et al
Uganda/UG103/2020	EPI_ISL_738010		Uganda Central Public Health Lab and Uganda Virus Research Institute	MRC/UVRI & LSHTM Uganda Research Unit	Matthew Cotten et al
Kenya/K10131/2020	EPI_ISL_2602919		KEMRI-CGHR	KEMRI-Wellcome Trust Research Programme,Kilifi	Githinji G. et al
Kenya/BUS-18802/2020	EPI_ISL_2779420		Port Health Clinic, Busia border point	USAMRD-A, Basic Science Laboratory	Gathii Kimita et al
SouthSudan/UG578/2020	EPI_ISL_2928025		South Sudan Ministry of Health, WHO South Sudan, MRC/UVRI & LSHTM Uganda Research Unit	MRC/UVRI & LSHTM Uganda Research Unit, South Sudan Ministry of Health, WHO South Sudan	Joseph Francis Wamala et al
Uganda/UG059/2020	EPI_ISL_737975		Uganda Central Public Health Lab and Uganda Virus Research Institute	MRC/UVRI & LSHTM Uganda Research Unit	Matthew Cotten et al
Uganda/UG060/2020	EPI_ISL_737976		Uganda Central Public Health Lab and Uganda Virus Research Institute	MRC/UVRI & LSHTM Uganda Research Unit	Matthew Cotten et al
Australia/WA128/2020	EPI_ISL_596691		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA131/2020	EPI_ISL_596694		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA201/2020	EPI_ISL_596764		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Uganda/UG053/2020	EPI_ISL_737970		Uganda Central Public Health Lab and Uganda Virus Research Institute	MRC/UVRI & LSHTM Uganda Research Unit	Matthew Cotten et al
Uganda/UG348/2020	EPI_ISL_1469414		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Uganda/UG090/2020	EPI_ISL_738001		Uganda Central Public Health Lab and Uganda Virus Research Institute	MRC/UVRI & LSHTM Uganda Research Unit	Matthew Cotten et al
Uganda/UG360/2020	EPI_ISL_1469426		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Uganda/UG238/2020	EPI_ISL_1469336		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Uganda/UG356/2020	EPI_ISL_1469422		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Uganda/UG235/2020	EPI_ISL_1469333		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Uganda/UG245/2020	EPI_ISL_1469343		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Cambodia/139037/2020	EPI_ISL_918360		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Sokhoun Yann et al
Cambodia/139654/2020	EPI_ISL_918362		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Sokhoun Yann et al
Cambodia/137931/2020	EPI_ISL_918364		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Sokhoun Yann et al
Cambodia/126515/2020	EPI_ISL_918367		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Sokhoun Yann et al
Cambodia/126521/2020	EPI_ISL_918372		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Sokhoun Yann et al
Cambodia/126516/2020	EPI_ISL_918368		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Sokhoun Yann et al
Cambodia/126519/2020	EPI_ISL_918371		Virology Unit, Institut Pasteur du Cambodge	Virology Unit, Institut Pasteur du Cambodge	Sokhoun Yann et al
Rwanda/NRLNAT1048/2020	EPI_ISL_925883		Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera et al
Rwanda/NRLNAT3047/2021	EPI_ISL_1302677		Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera et al
Rwanda/NRLNAT4037/2021	EPI_ISL_2362524		Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera et al
DRC/9523/2021	EPI_ISL_1623758		Viral Respiratory Lab, National Institute for Biomedical Research (INRB)	Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)	Placide Mbala-Kingebeni et al A
Rwanda/NRLNAT3003/2021	EPI_ISL_1302667		Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera et al
Rwanda/NRLNAT3048/2021	EPI_ISL_1302678		Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera et al
Rwanda/NRLNAT4032/2021	EPI_ISL_2362519		Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera et al
Rwanda/NRLNAT4044/2021	EPI_ISL_2521981		Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera et al
Rwanda/NRLNAT4045/2021	EPI_ISL_2521982		Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera et al
Rwanda/NRLNAT4000/2021	EPI_ISL_2362488		Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera et al
Rwanda/NRLNAT4046/2021	EPI_ISL_2521983		Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera et al
DRC/214214/2021	EPI_ISL_2135840		Viral Respiratory Lab, National Institute for Biomedical Research (INRB)	Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)	Placide Mbala-Kingebeni et al A
Uganda/UG215/2021	EPI_ISL_1469313		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Uganda/UG266/2020	EPI_ISL_1469357		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Uganda/UG184/2020	EPI_ISL_954282		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Uganda/UG482/2021	EPI_ISL_2690447		MRC/UVRI & LSHTM Uganda Research Unit, Central Public Health Laboratories, Rakai Health Sciences Program	MRC/UVRI & LSHTM Uganda Research Unit, Central Public Health Laboratories	Matthew Cotten et al
Uganda/UG386/2021	EPI_ISL_2348632		Rakai Health Sciences Program	MRC/UVRI & LSHTM Uganda Research Unit	Charles Ssuuna et al
Uganda/UG494/2021	EPI_ISL_2690464		MRC/UVRI & LSHTM Uganda Research Unit, Central Public Health Laboratories, Rakai Health Sciences Program	MRC/UVRI & LSHTM Uganda Research Unit, Rakai Health Sciences Program	Matthew Cotten et al
DRC/7174/2021	EPI_ISL_1623757		Viral Respiratory Lab, National Institute for Biomedical Research (INRB)	Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)	Placide Mbala-Kingebeni et al A
Uganda/UG401/2021	EPI_ISL_2346400		MRC/UVRI & LSHTM Uganda Research Unit, Central Public Health Laboratories	MRC/UVRI & LSHTM Uganda Research Unit, Central Public Health Laboratories	Matthew Cotten et al
Uganda/UG227/2021	EPI_ISL_1469325		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Belgium/Jessa_55-2106-000151/2021	EPI_ISL_995535		Jessa	Jessa	Jessa_cmdLab et al
Benin/254128/2021	EPI_ISL_2932557		Laboratoire des Fièvres Hémorragiques Virales du Benin	Institut für Virologie - Institute of Virology - Charite	Anna-Lena Sander et al
Vietnam/HCMC-05047-02/2021	EPI_ISL_1293350		Oxford University Clinical Research Unit (OUCRU)	Oxford University Clinical Research Unit (OUCRU)	Nguyen Van Vinh Chau et al
Vietnam/HCMC-05046-02/2021	EPI_ISL_1366744		OUCRU	OUCRU	Nguyen Van Vinh Chau et al
Vietnam/HCMC-05042-02/2021	EPI_ISL_1366742		OUCRU	OUCRU	Nguyen Van Vinh Chau et al
Vietnam/HCMC-05044-02/2021	EPI_ISL_1366743		OUCRU	OUCRU	Nguyen Van Vinh Chau et al
Vietnam/HCMC-05049-02/2021	EPI_ISL_1366745		OUCRU	OUCRU	Nguyen Van Vinh Chau et al
Malawi/CERI-KRISP-K015892/2021	EPI_ISL_2617047		Africa_CDC - Malawi P6 S2	CERI, Centre for Epidemic Response and Innvoation, Stellenbosch University and KRISP, KZN Research Innovation and Sequencing Platform, UKZN.	Mvula B et al
Kenya/C80125/2021	EPI_ISL_969003		KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	Githinji et al
Zambia/ZMB-88668/2021	EPI_ISL_2803586		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
Uganda/UG223/2021	EPI_ISL_1469321		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Uganda/UG269/2020	EPI_ISL_1469360		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Uganda/UG340/2020	EPI_ISL_1469409		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Kenya/BUS-MTY-PRS-445/2021	EPI_ISL_2779303		GK Prison Busia (Matayo)Matayos Prison	USAMRD-A, Basic Science Laboratory	Gathii Kimita et al
Uganda/UG205/2021	EPI_ISL_954226		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Uganda/UG395/2021	EPI_ISL_2348642		Rakai Health Sciences Program	MRC/UVRI & LSHTM Uganda Research Unit	Charles Ssuuna et al
Uganda/UG267/2020	EPI_ISL_1469358		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Uganda/UG416/2021	EPI_ISL_2346404		MRC/UVRI & LSHTM Uganda Research Unit, Central Public Health Laboratories	MRC/UVRI & LSHTM Uganda Research Unit, Central Public Health Laboratories	Matthew Cotten et al
Kenya/C90862/2021	EPI_ISL_2602522		KEMRI-Wellcome Trust Research Programme,Kilifi	KEMRI-Wellcome Trust Research Programme,Kilifi	Githinji G. et al
Uganda/MAKCHScov28/2021	EPI_ISL_1652071	MZ287359.1	Integrated Biorepository of H3Africa Uganda – IBRH3AU	Molecular Biology Laboratory	Savannah Mwesigwa et al
Uganda/MAKCHScov1/2020	EPI_ISL_1652049		Integrated Biorepository of H3Africa Uganda – IBRH3AU	Molecular Biology Laboratory	Savannah Mwesigwa et al
DRC/6769/2021	EPI_ISL_1623756		Viral Respiratory Lab, National Institute for Biomedical Research (INRB)	Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)	Placide Mbala-Kingebeni et al A
Uganda/UG217/2021	EPI_ISL_1469315		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Uganda/UG213/2020	EPI_ISL_954279		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
SouthSudan/UG318/2021	EPI_ISL_2450775		National Public Health Laboratory, Ministry of Health, Ministry of Health, Republic of South Sudan	South Sudan Ministry of Health, WHO South Sudan, MRC/UVRI & LSHTM Uganda Research Unit	Joseph Francis Wamala et al
Uganda/UG330/2020	EPI_ISL_1469399		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
SouthSudan/UG315/2021	EPI_ISL_2450772		National Public Health Laboratory, Ministry of Health, Ministry of Health, Republic of South Sudan	South Sudan Ministry of Health, WHO South Sudan, MRC/UVRI & LSHTM Uganda Research Unit	Joseph Francis Wamala et al
Uganda/UG334/2020	EPI_ISL_1469403		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Uganda/UG343/2020	EPI_ISL_1469412		MRC/UVRI & LSHTM Uganda Research Unit	Where sequence data have been generated and submitted to GISAID	Matthew Cotten et al
Rwanda/NRLNAT3016/2021	EPI_ISL_1301739		Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera et al
Australia/SA0603/2021	EPI_ISL_771368		SA Pathology	SA Pathology	Lex Leong et al
Rwanda/AX83834RD/2020	EPI_ISL_1064148		Rwanda National Reference Laboratory	Rwanda National Reference Laboratory	Enatha Mukantwari et al
Rwanda/NRLNAT3013/2020	EPI_ISL_1301769		Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera et al
SouthSudan/UG306/2021	EPI_ISL_2450770		National Public Health Laboratory, Ministry of Health, Ministry of Health, Republic of South Sudan	South Sudan Ministry of Health, WHO South Sudan, MRC/UVRI & LSHTM Uganda Research Unit	Joseph Francis Wamala et al
Rwanda/NRLNAT4034/2021	EPI_ISL_2362521		Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera et al
Rwanda/NRLNAT4033/2021	EPI_ISL_2362520		Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera et al
Rwanda/NRLNAT4036/2021	EPI_ISL_2362523		Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera et al
Rwanda/NRLNAT4009/2021	EPI_ISL_2362497		Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera et al
