Strain	WindowStart	WindowEnd	FractionIdentical
KF367457_Bat_SARS_like_CoV_WIV1	3933	4032	0.66
KF367457_Bat_SARS_like_CoV_WIV1	3963	4062	0.72
KF367457_Bat_SARS_like_CoV_WIV1	3993	4092	0.65
KF367457_Bat_SARS_like_CoV_WIV1	4023	4122	0.61
KF367457_Bat_SARS_like_CoV_WIV1	4053	4152	0.6
KF367457_Bat_SARS_like_CoV_WIV1	4083	4182	0.64
KF367457_Bat_SARS_like_CoV_WIV1	4113	4212	0.7
KF367457_Bat_SARS_like_CoV_WIV1	4143	4242	0.74
KF367457_Bat_SARS_like_CoV_WIV1	4173	4272	0.76
KF367457_Bat_SARS_like_CoV_WIV1	4203	4302	0.7
KF367457_Bat_SARS_like_CoV_WIV1	4233	4332	0.7
KF367457_Bat_SARS_like_CoV_WIV1	4263	4362	0.66
KF367457_Bat_SARS_like_CoV_WIV1	4293	4392	0.72
KF367457_Bat_SARS_like_CoV_WIV1	4323	4422	0.77
KF367457_Bat_SARS_like_CoV_WIV1	4353	4452	0.79
KF367457_Bat_SARS_like_CoV_WIV1	4383	4482	0.77
KF367457_Bat_SARS_like_CoV_WIV1	4413	4512	0.71
KF367457_Bat_SARS_like_CoV_WIV1	4443	4542	0.7
KF367457_Bat_SARS_like_CoV_WIV1	4473	4572	0.69
KF367457_Bat_SARS_like_CoV_WIV1	4503	4602	0.68
KF367457_Bat_SARS_like_CoV_WIV1	4533	4632	0.74
KF367457_Bat_SARS_like_CoV_WIV1	4563	4662	0.74
KF367457_Bat_SARS_like_CoV_WIV1	4593	4692	0.75
KF367457_Bat_SARS_like_CoV_WIV1	4623	4722	0.74
KF367457_Bat_SARS_like_CoV_WIV1	4653	4752	0.73
KF367457_Bat_SARS_like_CoV_WIV1	4683	4782	0.73
KF367457_Bat_SARS_like_CoV_WIV1	4713	4812	0.74
KF367457_Bat_SARS_like_CoV_WIV1	4743	4842	0.72
KF367457_Bat_SARS_like_CoV_WIV1	4773	4872	0.76
KF367457_Bat_SARS_like_CoV_WIV1	4803	4902	0.71
KF367457_Bat_SARS_like_CoV_WIV1	4833	4932	0.7
KF367457_Bat_SARS_like_CoV_WIV1	4863	4962	0.62
KF367457_Bat_SARS_like_CoV_WIV1	4893	4992	0.69
KF367457_Bat_SARS_like_CoV_WIV1	4923	5022	0.75
KF367457_Bat_SARS_like_CoV_WIV1	4953	5052	0.83
KF367457_Bat_SARS_like_CoV_WIV1	4983	5082	0.86
KF367457_Bat_SARS_like_CoV_WIV1	5013	5112	0.85
KF367457_Bat_SARS_like_CoV_WIV1	5043	5142	0.81
KF367457_Bat_SARS_like_CoV_WIV1	5073	5172	0.79
KF367457_Bat_SARS_like_CoV_WIV1	5103	5202	0.8
KF367457_Bat_SARS_like_CoV_WIV1	5133	5232	0.81
KF367457_Bat_SARS_like_CoV_WIV1	5163	5262	0.82
KF367457_Bat_SARS_like_CoV_WIV1	5193	5292	0.84
KF367457_Bat_SARS_like_CoV_WIV1	5223	5322	0.78
KF367457_Bat_SARS_like_CoV_WIV1	5253	5352	0.76
KF367457_Bat_SARS_like_CoV_WIV1	5283	5382	0.73
KF367457_Bat_SARS_like_CoV_WIV1	5313	5412	0.78
KF367457_Bat_SARS_like_CoV_WIV1	5343	5442	0.79
KF367457_Bat_SARS_like_CoV_WIV1	5373	5472	0.77
KF367457_Bat_SARS_like_CoV_WIV1	5403	5502	0.68
KF367457_Bat_SARS_like_CoV_WIV1	5433	5532	0.7
KF367457_Bat_SARS_like_CoV_WIV1	5463	5562	0.64
KF367457_Bat_SARS_like_CoV_WIV1	5493	5592	0.71
KF367457_Bat_SARS_like_CoV_WIV1	5523	5622	0.72
KF367457_Bat_SARS_like_CoV_WIV1	5553	5652	0.76
KF367457_Bat_SARS_like_CoV_WIV1	5583	5682	0.77
KF367457_Bat_SARS_like_CoV_WIV1	5613	5712	0.79
KF367457_Bat_SARS_like_CoV_WIV1	5643	5742	0.83
KF367457_Bat_SARS_like_CoV_WIV1	5673	5772	0.84
KF367457_Bat_SARS_like_CoV_WIV1	5703	5802	0.77
KF367457_Bat_SARS_like_CoV_WIV1	5734	5833	0.75
KF367457_Bat_SARS_like_CoV_WIV1	5764	5863	0.72
KF367457_Bat_SARS_like_CoV_WIV1	5794	5893	0.71
KF367457_Bat_SARS_like_CoV_WIV1	5824	5923	0.74
KF367457_Bat_SARS_like_CoV_WIV1	5854	5953	0.73
KF367457_Bat_SARS_like_CoV_WIV1	5884	5983	0.73
KF367457_Bat_SARS_like_CoV_WIV1	5914	6013	0.74
KF367457_Bat_SARS_like_CoV_WIV1	5944	6043	0.72
KF367457_Bat_SARS_like_CoV_WIV1	5974	6073	0.71
KF367457_Bat_SARS_like_CoV_WIV1	6004	6103	0.73
KF367457_Bat_SARS_like_CoV_WIV1	6034	6133	0.69
KF367457_Bat_SARS_like_CoV_WIV1	6064	6163	0.75
KF367457_Bat_SARS_like_CoV_WIV1	6094	6193	0.73
KF367457_Bat_SARS_like_CoV_WIV1	6124	6223	0.76
KF367457_Bat_SARS_like_CoV_WIV1	6154	6253	0.77
KF367457_Bat_SARS_like_CoV_WIV1	6184	6283	0.73
KF367457_Bat_SARS_like_CoV_WIV1	6214	6313	0.78
KF367457_Bat_SARS_like_CoV_WIV1	6244	6343	0.77
KF367457_Bat_SARS_like_CoV_WIV1	6274	6373	0.8
KF367457_Bat_SARS_like_CoV_WIV1	6304	6403	0.75
KF367457_Bat_SARS_like_CoV_WIV1	6334	6433	0.78
KF367457_Bat_SARS_like_CoV_WIV1	6364	6463	0.81
KF367457_Bat_SARS_like_CoV_WIV1	6394	6493	0.82
KF367457_Bat_SARS_like_CoV_WIV1	6424	6523	0.78
KF367457_Bat_SARS_like_CoV_WIV1	6454	6553	0.73
KF367457_Bat_SARS_like_CoV_WIV1	6484	6583	0.69
KF367457_Bat_SARS_like_CoV_WIV1	6514	6613	0.71
KF367457_Bat_SARS_like_CoV_WIV1	6544	6643	0.79
KF367457_Bat_SARS_like_CoV_WIV1	6574	6673	0.77
KF367457_Bat_SARS_like_CoV_WIV1	6604	6703	0.68
KF367457_Bat_SARS_like_CoV_WIV1	6634	6733	0.61
KF367457_Bat_SARS_like_CoV_WIV1	6664	6763	0.51
KF367457_Bat_SARS_like_CoV_WIV1	6694	6793	0.59
KF367457_Bat_SARS_like_CoV_WIV1	6724	6823	0.69
KF367457_Bat_SARS_like_CoV_WIV1	6754	6853	0.8
KF367457_Bat_SARS_like_CoV_WIV1	6784	6883	0.8
KF367457_Bat_SARS_like_CoV_WIV1	6814	6913	0.74
KF367457_Bat_SARS_like_CoV_WIV1	6844	6943	0.73
KF367457_Bat_SARS_like_CoV_WIV1	6874	6973	0.72
KF367457_Bat_SARS_like_CoV_WIV1	6904	7003	0.73
KF367457_Bat_SARS_like_CoV_WIV1	6934	7033	0.75
KF367457_Bat_SARS_like_CoV_WIV1	6964	7063	0.72
KF367457_Bat_SARS_like_CoV_WIV1	6994	7093	0.7
KF367457_Bat_SARS_like_CoV_WIV1	7024	7123	0.63
KF367457_Bat_SARS_like_CoV_WIV1	7054	7153	0.67
KF367457_Bat_SARS_like_CoV_WIV1	7084	7183	0.69
KF367457_Bat_SARS_like_CoV_WIV1	7114	7213	0.69
KF367457_Bat_SARS_like_CoV_WIV1	7144	7243	0.64
KF367457_Bat_SARS_like_CoV_WIV1	7174	7273	0.66
KF367457_Bat_SARS_like_CoV_WIV1	7204	7303	0.64
KF367457_Bat_SARS_like_CoV_WIV1	7234	7333	0.7
KF367457_Bat_SARS_like_CoV_WIV1	7264	7363	0.71
KF367457_Bat_SARS_like_CoV_WIV1	7294	7393	0.75
KF367457_Bat_SARS_like_CoV_WIV1	7324	7423	0.81
KF367457_Bat_SARS_like_CoV_WIV1	7354	7453	0.81
KF367457_Bat_SARS_like_CoV_WIV1	7384	7483	0.79
KF367457_Bat_SARS_like_CoV_WIV1	7414	7513	0.79
KF367457_Bat_SARS_like_CoV_WIV1	7444	7543	0.77
KF367457_Bat_SARS_like_CoV_WIV1	7474	7573	0.76
KF367457_Bat_SARS_like_CoV_WIV1	7504	7603	0.75
KF367457_Bat_SARS_like_CoV_WIV1	7534	7633	0.79
KF367457_Bat_SARS_like_CoV_WIV1	7564	7663	0.81
KF367457_Bat_SARS_like_CoV_WIV1	7594	7693	0.83
KF367457_Bat_SARS_like_CoV_WIV1	7624	7723	0.87
KF367457_Bat_SARS_like_CoV_WIV1	7654	7753	0.85
KF367457_Bat_SARS_like_CoV_WIV1	7684	7783	0.82
KF367457_Bat_SARS_like_CoV_WIV1	7714	7813	0.82
KF367457_Bat_SARS_like_CoV_WIV1	7744	7843	0.79
KF367457_Bat_SARS_like_CoV_WIV1	7774	7873	0.84
KF367457_Bat_SARS_like_CoV_WIV1	7804	7903	0.83
KF367457_Bat_SARS_like_CoV_WIV1	7834	7933	0.8
KF367457_Bat_SARS_like_CoV_WIV1	7864	7963	0.8
KF367457_Bat_SARS_like_CoV_WIV1	7894	7993	0.76
KF367457_Bat_SARS_like_CoV_WIV1	7924	8023	0.78
KF367457_Bat_SARS_like_CoV_WIV1	7954	8053	0.77
KF367457_Bat_SARS_like_CoV_WIV1	7984	8083	0.76
KF367457_Bat_SARS_like_CoV_WIV1	8014	8113	0.77
KF367457_Bat_SARS_like_CoV_WIV1	8045	8144	0.7
KF367457_Bat_SARS_like_CoV_WIV1	8075	8174	0.69
KF367457_Bat_SARS_like_CoV_WIV1	8105	8204	0.7
KF367457_Bat_SARS_like_CoV_WIV1	8135	8234	0.75
KF367457_Bat_SARS_like_CoV_WIV1	8165	8264	0.77
KF367457_Bat_SARS_like_CoV_WIV1	8195	8294	0.78
KF367457_Bat_SARS_like_CoV_WIV1	8225	8324	0.82
KF367457_Bat_SARS_like_CoV_WIV1	8255	8354	0.82
KF367457_Bat_SARS_like_CoV_WIV1	8285	8384	0.86
KF367457_Bat_SARS_like_CoV_WIV1	8315	8414	0.77
KF367457_Bat_SARS_like_CoV_WIV1	8345	8444	0.77
KF367457_Bat_SARS_like_CoV_WIV1	8375	8474	0.8
KF367457_Bat_SARS_like_CoV_WIV1	8405	8504	0.79
KF367457_Bat_SARS_like_CoV_WIV1	8435	8534	0.8
KF367457_Bat_SARS_like_CoV_WIV1	8465	8564	0.79
KF367457_Bat_SARS_like_CoV_WIV1	8495	8594	0.75
KF367457_Bat_SARS_like_CoV_WIV1	8525	8624	0.65
KF367457_Bat_SARS_like_CoV_WIV1	8555	8654	0.57
KF367457_Bat_SARS_like_CoV_WIV1	8585	8684	0.55
KF367457_Bat_SARS_like_CoV_WIV1	8615	8714	0.6
KF367457_Bat_SARS_like_CoV_WIV1	8645	8744	0.72
KF367457_Bat_SARS_like_CoV_WIV1	8675	8774	0.83
KF367457_Bat_SARS_like_CoV_WIV1	8705	8804	0.83
KF367457_Bat_SARS_like_CoV_WIV1	8735	8834	0.78
KF367457_Bat_SARS_like_CoV_WIV1	8765	8864	0.75
KF367457_Bat_SARS_like_CoV_WIV1	8795	8894	0.66
KF367457_Bat_SARS_like_CoV_WIV1	8825	8924	0.72
KF367457_Bat_SARS_like_CoV_WIV1	8855	8954	0.74
KF367457_Bat_SARS_like_CoV_WIV1	8885	8984	0.78
KF367457_Bat_SARS_like_CoV_WIV1	8915	9014	0.78
KF367457_Bat_SARS_like_CoV_WIV1	8945	9044	0.8
KF367457_Bat_SARS_like_CoV_WIV1	8975	9074	0.8
KF367457_Bat_SARS_like_CoV_WIV1	9005	9104	0.78
KF367457_Bat_SARS_like_CoV_WIV1	9035	9134	0.73
KF367457_Bat_SARS_like_CoV_WIV1	9065	9164	0.75
KF367457_Bat_SARS_like_CoV_WIV1	9095	9194	0.77
KF367457_Bat_SARS_like_CoV_WIV1	9125	9224	0.86
KF367457_Bat_SARS_like_CoV_WIV1	9155	9254	0.9
KF367457_Bat_SARS_like_CoV_WIV1	9185	9284	0.89
KF367457_Bat_SARS_like_CoV_WIV1	9215	9314	0.85
KF367457_Bat_SARS_like_CoV_WIV1	9245	9344	0.8
KF367457_Bat_SARS_like_CoV_WIV1	9275	9374	0.74
KF367457_Bat_SARS_like_CoV_WIV1	9305	9404	0.69
KF367457_Bat_SARS_like_CoV_WIV1	9335	9434	0.68
KF367457_Bat_SARS_like_CoV_WIV1	9365	9464	0.72
KF367457_Bat_SARS_like_CoV_WIV1	9395	9494	0.75
KF367457_Bat_SARS_like_CoV_WIV1	9425	9524	0.69
KF367457_Bat_SARS_like_CoV_WIV1	9455	9554	0.74
KF367457_Bat_SARS_like_CoV_WIV1	9485	9584	0.68
KF367457_Bat_SARS_like_CoV_WIV1	9515	9614	0.73
KF367457_Bat_SARS_like_CoV_WIV1	9545	9644	0.74
KF367457_Bat_SARS_like_CoV_WIV1	9575	9674	0.75
KF367457_Bat_SARS_like_CoV_WIV1	9605	9704	0.69
KF367457_Bat_SARS_like_CoV_WIV1	9635	9734	0.68
KF367457_Bat_SARS_like_CoV_WIV1	9665	9764	0.67
KF367457_Bat_SARS_like_CoV_WIV1	9695	9794	0.71
KF367457_Bat_SARS_like_CoV_WIV1	9725	9824	0.75
KF367457_Bat_SARS_like_CoV_WIV1	9755	9854	0.78
KF367457_Bat_SARS_like_CoV_WIV1	9785	9884	0.76
KF367457_Bat_SARS_like_CoV_WIV1	9815	9914	0.78
KF367457_Bat_SARS_like_CoV_WIV1	9845	9944	0.75
KF367457_Bat_SARS_like_CoV_WIV1	9875	9974	0.77
KF367457_Bat_SARS_like_CoV_WIV1	9905	10004	0.8
KF367457_Bat_SARS_like_CoV_WIV1	9935	10034	0.81
KF367457_Bat_SARS_like_CoV_WIV1	9965	10064	0.86
KF367457_Bat_SARS_like_CoV_WIV1	9995	10094	0.89
KF367457_Bat_SARS_like_CoV_WIV1	10025	10124	0.86
KF367457_Bat_SARS_like_CoV_WIV1	10055	10154	0.83
KF367457_Bat_SARS_like_CoV_WIV1	10085	10184	0.8
KF367457_Bat_SARS_like_CoV_WIV1	10115	10214	0.79
KF367457_Bat_SARS_like_CoV_WIV1	10145	10244	0.82
KF367457_Bat_SARS_like_CoV_WIV1	10175	10274	0.8
KF367457_Bat_SARS_like_CoV_WIV1	10205	10304	0.81
KF367457_Bat_SARS_like_CoV_WIV1	10235	10334	0.8
KF367457_Bat_SARS_like_CoV_WIV1	10265	10364	0.84
KF367457_Bat_SARS_like_CoV_WIV1	10295	10394	0.84
KF367457_Bat_SARS_like_CoV_WIV1	10326	10425	0.84
KF367457_Bat_SARS_like_CoV_WIV1	10356	10455	0.81
KF367457_Bat_SARS_like_CoV_WIV1	10386	10485	0.82
KF367457_Bat_SARS_like_CoV_WIV1	10416	10515	0.86
KF367457_Bat_SARS_like_CoV_WIV1	10446	10545	0.82
KF367457_Bat_SARS_like_CoV_WIV1	10476	10575	0.84
KF367457_Bat_SARS_like_CoV_WIV1	10506	10605	0.8
KF367457_Bat_SARS_like_CoV_WIV1	10536	10635	0.8
KF367457_Bat_SARS_like_CoV_WIV1	10566	10665	0.81
KF367457_Bat_SARS_like_CoV_WIV1	10596	10695	0.81
KF367457_Bat_SARS_like_CoV_WIV1	10626	10725	0.82
KF367457_Bat_SARS_like_CoV_WIV1	10656	10755	0.85
KF367457_Bat_SARS_like_CoV_WIV1	10686	10785	0.87
KF367457_Bat_SARS_like_CoV_WIV1	10716	10815	0.88
KF367457_Bat_SARS_like_CoV_WIV1	10746	10845	0.9
KF367457_Bat_SARS_like_CoV_WIV1	10776	10875	0.85
KF367457_Bat_SARS_like_CoV_WIV1	10806	10905	0.85
KF367457_Bat_SARS_like_CoV_WIV1	10836	10935	0.81
KF367457_Bat_SARS_like_CoV_WIV1	10866	10965	0.86
KF367457_Bat_SARS_like_CoV_WIV1	10896	10995	0.77
KF367457_Bat_SARS_like_CoV_WIV1	10926	11025	0.74
KF367457_Bat_SARS_like_CoV_WIV1	10956	11055	0.67
KF367457_Bat_SARS_like_CoV_WIV1	10986	11085	0.69
KF367457_Bat_SARS_like_CoV_WIV1	11016	11115	0.71
KF367457_Bat_SARS_like_CoV_WIV1	11046	11145	0.74
KF367457_Bat_SARS_like_CoV_WIV1	11076	11175	0.73
KF367457_Bat_SARS_like_CoV_WIV1	11106	11205	0.78
KF367457_Bat_SARS_like_CoV_WIV1	11136	11235	0.83
KF367457_Bat_SARS_like_CoV_WIV1	11166	11265	0.88
KF367457_Bat_SARS_like_CoV_WIV1	11196	11295	0.86
KF367457_Bat_SARS_like_CoV_WIV1	11226	11325	0.85
KF367457_Bat_SARS_like_CoV_WIV1	11256	11355	0.82
KF367457_Bat_SARS_like_CoV_WIV1	11286	11385	0.81
KF367457_Bat_SARS_like_CoV_WIV1	11316	11415	0.81
KF367457_Bat_SARS_like_CoV_WIV1	11346	11445	0.83
KF367457_Bat_SARS_like_CoV_WIV1	11376	11475	0.83
KF367457_Bat_SARS_like_CoV_WIV1	11406	11505	0.83
KF367457_Bat_SARS_like_CoV_WIV1	11436	11535	0.82
KF367457_Bat_SARS_like_CoV_WIV1	11466	11565	0.79
KF367457_Bat_SARS_like_CoV_WIV1	11496	11595	0.76
KF367457_Bat_SARS_like_CoV_WIV1	11526	11625	0.8
KF367457_Bat_SARS_like_CoV_WIV1	11556	11655	0.78
KF367457_Bat_SARS_like_CoV_WIV1	11586	11685	0.81
KF367457_Bat_SARS_like_CoV_WIV1	11616	11715	0.83
KF367457_Bat_SARS_like_CoV_WIV1	11646	11745	0.85
KF367457_Bat_SARS_like_CoV_WIV1	11676	11775	0.79
KF367457_Bat_SARS_like_CoV_WIV1	11706	11805	0.79
KF367457_Bat_SARS_like_CoV_WIV1	11736	11835	0.78
KF367457_Bat_SARS_like_CoV_WIV1	11766	11865	0.85
KF367457_Bat_SARS_like_CoV_WIV1	11796	11895	0.83
KF367457_Bat_SARS_like_CoV_WIV1	11826	11925	0.84
KF367457_Bat_SARS_like_CoV_WIV1	11856	11955	0.83
KF367457_Bat_SARS_like_CoV_WIV1	11886	11985	0.82
KF367457_Bat_SARS_like_CoV_WIV1	11916	12015	0.79
KF367457_Bat_SARS_like_CoV_WIV1	11946	12045	0.83
KF367457_Bat_SARS_like_CoV_WIV1	11976	12075	0.84
KF367457_Bat_SARS_like_CoV_WIV1	12006	12105	0.81
KF367457_Bat_SARS_like_CoV_WIV1	12036	12135	0.79
KF367457_Bat_SARS_like_CoV_WIV1	12066	12165	0.8
KF367457_Bat_SARS_like_CoV_WIV1	12096	12195	0.86
KF367457_Bat_SARS_like_CoV_WIV1	12126	12225	0.89
KF367457_Bat_SARS_like_CoV_WIV1	12156	12255	0.93
KF367457_Bat_SARS_like_CoV_WIV1	12186	12285	0.92
KF367457_Bat_SARS_like_CoV_WIV1	12216	12315	0.93
KF367457_Bat_SARS_like_CoV_WIV1	12246	12345	0.93
KF367457_Bat_SARS_like_CoV_WIV1	12276	12375	0.94
KF367457_Bat_SARS_like_CoV_WIV1	12306	12405	0.93
KF367457_Bat_SARS_like_CoV_WIV1	12336	12435	0.91
KF367457_Bat_SARS_like_CoV_WIV1	12366	12465	0.85
KF367457_Bat_SARS_like_CoV_WIV1	12396	12495	0.82
KF367457_Bat_SARS_like_CoV_WIV1	12426	12525	0.77
KF367457_Bat_SARS_like_CoV_WIV1	12456	12555	0.77
KF367457_Bat_SARS_like_CoV_WIV1	12486	12585	0.79
KF367457_Bat_SARS_like_CoV_WIV1	12516	12615	0.87
KF367457_Bat_SARS_like_CoV_WIV1	12546	12645	0.88
KF367457_Bat_SARS_like_CoV_WIV1	12576	12675	0.88
KF367457_Bat_SARS_like_CoV_WIV1	12606	12705	0.85
KF367457_Bat_SARS_like_CoV_WIV1	12637	12736	0.88
KF367457_Bat_SARS_like_CoV_WIV1	12667	12766	0.88
KF367457_Bat_SARS_like_CoV_WIV1	12697	12796	0.83
KF367457_Bat_SARS_like_CoV_WIV1	12727	12826	0.79
KF367457_Bat_SARS_like_CoV_WIV1	12757	12856	0.78
KF367457_Bat_SARS_like_CoV_WIV1	12787	12886	0.79
KF367457_Bat_SARS_like_CoV_WIV1	12817	12916	0.85
KF367457_Bat_SARS_like_CoV_WIV1	12847	12946	0.91
KF367457_Bat_SARS_like_CoV_WIV1	12877	12976	0.88
KF367457_Bat_SARS_like_CoV_WIV1	12907	13006	0.88
KF367457_Bat_SARS_like_CoV_WIV1	12937	13036	0.85
KF367457_Bat_SARS_like_CoV_WIV1	12967	13066	0.87
KF367457_Bat_SARS_like_CoV_WIV1	12997	13096	0.85
KF367457_Bat_SARS_like_CoV_WIV1	13027	13126	0.83
KF367457_Bat_SARS_like_CoV_WIV1	13057	13156	0.83
KF367457_Bat_SARS_like_CoV_WIV1	13087	13186	0.87
KF367457_Bat_SARS_like_CoV_WIV1	13117	13216	0.86
KF367457_Bat_SARS_like_CoV_WIV1	13147	13246	0.86
KF367457_Bat_SARS_like_CoV_WIV1	13177	13276	0.82
KF367457_Bat_SARS_like_CoV_WIV1	13207	13306	0.87
KF367457_Bat_SARS_like_CoV_WIV1	13237	13336	0.88
KF367457_Bat_SARS_like_CoV_WIV1	13267	13366	0.93
KF367457_Bat_SARS_like_CoV_WIV1	13297	13396	0.93
KF367457_Bat_SARS_like_CoV_WIV1	13327	13426	0.96
KF367457_Bat_SARS_like_CoV_WIV1	13357	13456	0.91
KF367457_Bat_SARS_like_CoV_WIV1	13387	13486	0.91
KF367457_Bat_SARS_like_CoV_WIV1	13417	13516	0.92
KF367457_Bat_SARS_like_CoV_WIV1	13447	13546	0.93
KF367457_Bat_SARS_like_CoV_WIV1	13477	13576	0.93
KF367457_Bat_SARS_like_CoV_WIV1	13507	13606	0.89
KF367457_Bat_SARS_like_CoV_WIV1	13537	13636	0.84
KF367457_Bat_SARS_like_CoV_WIV1	13567	13666	0.85
KF367457_Bat_SARS_like_CoV_WIV1	13597	13696	0.83
KF367457_Bat_SARS_like_CoV_WIV1	13627	13726	0.84
KF367457_Bat_SARS_like_CoV_WIV1	13657	13756	0.81
KF367457_Bat_SARS_like_CoV_WIV1	13687	13786	0.84
KF367457_Bat_SARS_like_CoV_WIV1	13717	13816	0.88
KF367457_Bat_SARS_like_CoV_WIV1	13747	13846	0.87
KF367457_Bat_SARS_like_CoV_WIV1	13777	13876	0.88
KF367457_Bat_SARS_like_CoV_WIV1	13807	13906	0.89
KF367457_Bat_SARS_like_CoV_WIV1	13837	13936	0.91
KF367457_Bat_SARS_like_CoV_WIV1	13867	13966	0.88
KF367457_Bat_SARS_like_CoV_WIV1	13897	13996	0.86
KF367457_Bat_SARS_like_CoV_WIV1	13927	14026	0.84
KF367457_Bat_SARS_like_CoV_WIV1	13957	14056	0.85
KF367457_Bat_SARS_like_CoV_WIV1	13987	14086	0.85
KF367457_Bat_SARS_like_CoV_WIV1	14017	14116	0.83
KF367457_Bat_SARS_like_CoV_WIV1	14047	14146	0.84
KF367457_Bat_SARS_like_CoV_WIV1	14077	14176	0.78
KF367457_Bat_SARS_like_CoV_WIV1	14107	14206	0.72
KF367457_Bat_SARS_like_CoV_WIV1	14137	14236	0.68
KF367457_Bat_SARS_like_CoV_WIV1	14167	14266	0.71
KF367457_Bat_SARS_like_CoV_WIV1	14197	14296	0.74
KF367457_Bat_SARS_like_CoV_WIV1	14227	14326	0.81
KF367457_Bat_SARS_like_CoV_WIV1	14257	14356	0.84
KF367457_Bat_SARS_like_CoV_WIV1	14287	14386	0.88
KF367457_Bat_SARS_like_CoV_WIV1	14317	14416	0.88
KF367457_Bat_SARS_like_CoV_WIV1	14347	14446	0.89
KF367457_Bat_SARS_like_CoV_WIV1	14377	14476	0.92
KF367457_Bat_SARS_like_CoV_WIV1	14407	14506	0.9
KF367457_Bat_SARS_like_CoV_WIV1	14437	14536	0.88
KF367457_Bat_SARS_like_CoV_WIV1	14467	14566	0.85
KF367457_Bat_SARS_like_CoV_WIV1	14497	14596	0.85
KF367457_Bat_SARS_like_CoV_WIV1	14527	14626	0.82
KF367457_Bat_SARS_like_CoV_WIV1	14557	14656	0.88
KF367457_Bat_SARS_like_CoV_WIV1	14587	14686	0.93
KF367457_Bat_SARS_like_CoV_WIV1	14617	14716	0.95
KF367457_Bat_SARS_like_CoV_WIV1	14647	14746	0.98
KF367457_Bat_SARS_like_CoV_WIV1	14677	14776	0.97
KF367457_Bat_SARS_like_CoV_WIV1	14707	14806	0.95
KF367457_Bat_SARS_like_CoV_WIV1	14737	14836	0.95
KF367457_Bat_SARS_like_CoV_WIV1	14767	14866	0.94
KF367457_Bat_SARS_like_CoV_WIV1	14797	14896	0.95
KF367457_Bat_SARS_like_CoV_WIV1	14827	14926	0.94
KF367457_Bat_SARS_like_CoV_WIV1	14857	14956	0.93
KF367457_Bat_SARS_like_CoV_WIV1	14887	14986	0.94
KF367457_Bat_SARS_like_CoV_WIV1	14918	15017	0.94
KF367457_Bat_SARS_like_CoV_WIV1	14948	15047	0.95
KF367457_Bat_SARS_like_CoV_WIV1	14978	15077	0.96
KF367457_Bat_SARS_like_CoV_WIV1	15008	15107	0.97
KF367457_Bat_SARS_like_CoV_WIV1	15038	15137	0.99
KF367457_Bat_SARS_like_CoV_WIV1	15068	15167	0.97
KF367457_Bat_SARS_like_CoV_WIV1	15098	15197	0.96
KF367457_Bat_SARS_like_CoV_WIV1	15128	15227	0.94
KF367457_Bat_SARS_like_CoV_WIV1	15158	15257	0.92
KF367457_Bat_SARS_like_CoV_WIV1	15188	15287	0.9
KF367457_Bat_SARS_like_CoV_WIV1	15218	15317	0.89
KF367457_Bat_SARS_like_CoV_WIV1	15248	15347	0.91
KF367457_Bat_SARS_like_CoV_WIV1	15278	15377	0.91
KF367457_Bat_SARS_like_CoV_WIV1	15308	15407	0.88
KF367457_Bat_SARS_like_CoV_WIV1	15338	15437	0.87
KF367457_Bat_SARS_like_CoV_WIV1	15368	15467	0.87
KF367457_Bat_SARS_like_CoV_WIV1	15398	15497	0.89
KF367457_Bat_SARS_like_CoV_WIV1	15428	15527	0.92
KF367457_Bat_SARS_like_CoV_WIV1	15458	15557	0.91
KF367457_Bat_SARS_like_CoV_WIV1	15488	15587	0.87
KF367457_Bat_SARS_like_CoV_WIV1	15518	15617	0.86
KF367457_Bat_SARS_like_CoV_WIV1	15548	15647	0.86
KF367457_Bat_SARS_like_CoV_WIV1	15578	15677	0.84
KF367457_Bat_SARS_like_CoV_WIV1	15608	15707	0.86
KF367457_Bat_SARS_like_CoV_WIV1	15638	15737	0.81
KF367457_Bat_SARS_like_CoV_WIV1	15668	15767	0.81
KF367457_Bat_SARS_like_CoV_WIV1	15698	15797	0.81
KF367457_Bat_SARS_like_CoV_WIV1	15728	15827	0.84
KF367457_Bat_SARS_like_CoV_WIV1	15758	15857	0.92
KF367457_Bat_SARS_like_CoV_WIV1	15788	15887	0.92
KF367457_Bat_SARS_like_CoV_WIV1	15818	15917	0.92
KF367457_Bat_SARS_like_CoV_WIV1	15848	15947	0.92
KF367457_Bat_SARS_like_CoV_WIV1	15878	15977	0.88
KF367457_Bat_SARS_like_CoV_WIV1	15908	16007	0.89
KF367457_Bat_SARS_like_CoV_WIV1	15938	16037	0.88
KF367457_Bat_SARS_like_CoV_WIV1	15968	16067	0.9
KF367457_Bat_SARS_like_CoV_WIV1	15998	16097	0.91
KF367457_Bat_SARS_like_CoV_WIV1	16028	16127	0.9
KF367457_Bat_SARS_like_CoV_WIV1	16058	16157	0.89
KF367457_Bat_SARS_like_CoV_WIV1	16088	16187	0.85
KF367457_Bat_SARS_like_CoV_WIV1	16118	16217	0.88
KF367457_Bat_SARS_like_CoV_WIV1	16148	16247	0.88
KF367457_Bat_SARS_like_CoV_WIV1	16178	16277	0.88
KF367457_Bat_SARS_like_CoV_WIV1	16208	16307	0.82
KF367457_Bat_SARS_like_CoV_WIV1	16238	16337	0.78
