strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Cyprus/Cy144962/2020	EPI_ISL_1164709		Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Jan Richter et al
Cyprus/Cy084662/2020	EPI_ISL_1164685		Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Jan Richter et al
Cyprus/Cy145363/2020	EPI_ISL_1164719		Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Jan Richter et al
Lithuania/VULSK-347/2020	EPI_ISL_914884		Vilnius university hospital Santaros Klinikos, Center of Laboratory Medicine	Vilnius University Hospital Santaros Klinikos	Ingrida Olendraite et al
Australia/SA0493/2020	EPI_ISL_602577		SA Pathology	SA Pathology	Lex Leong et al
Norway/5412/2020	EPI_ISL_775328		Dept. of Medical Microbiology, Stavanger University Hospital, Helse Stavanger HF	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
CzechRepublic/NRL_156/2021	EPI_ISL_882947		The National Institute of Public Health	State Veterinary Institute Prague	Nagy et al
Estonia/Cov4507/2020	EPI_ISL_2642818	OU278534.1	SYNLAB Eesti OÜ	Department of Microbiology, Institute of Biomedicine and Translational Medicine, University of Tartu	Radko Avi et al
Estonia/Cov7250/2020	EPI_ISL_2642797	OU278413.1	SYNLAB Eesti OÜ	Department of Microbiology, Institute of Biomedicine and Translational Medicine, University of Tartu	Radko Avi et al
Montenegro/ChVir23223/2021	EPI_ISL_1013603		Department for Molecular Diagnostics, Centre for Medical Microbiology, Institute of Public Health, Montenegro	Charité Universitätsmedizin Berlin, Institut für Virologie	Victor M Corman et al A
Montenegro/ChVir23224/2021	EPI_ISL_1013604		Department for Molecular Diagnostics, Centre for Medical Microbiology, Institute of Public Health, Montenegro	Charité Universitätsmedizin Berlin, Institut für Virologie	Victor M Corman et al A
Mexico/ROO-InDRE-14/2020	EPI_ISL_455438		Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	Araiza-Rodriguez Adnan et al
Australia/QLD964/2020	EPI_ISL_530238		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Colombia/HUI-GUR-0900/2020	EPI_ISL_447752		Grupo de Investigaciones Microbiológicas-UR (GIMUR), Departamento de Biología, Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia	Grupo de Investigaciones Microbiológicas-UR (GIMUR), Departamento de Biología, Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia Instituto Nacional de Salud, Bogotá, Colombia Icahn School of Medicine at Mount Sinai, New York, USA	Juan David Ramírez et al A (https://www.medrxiv.org/content/10.1101/2020.06.11.20125799v1)
Chile/RM-ISPCH-44/2020	EPI_ISL_445323		HOSP.ENFERMEDADES INFECCIOSAS	Instituto de Salud Publica de Chile	Andrés E Castillo et al
Bolivia/26959/2020	EPI_ISL_837577		Centro Nacional de Enfermedades Tropicales (CENETROP)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Bolivia/26952/2020	EPI_ISL_837571		Centro Nacional de Enfermedades Tropicales (CENETROP)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Bolivia/26960/2020	EPI_ISL_837578		Centro Nacional de Enfermedades Tropicales (CENETROP)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Spain/IB-IBV-99010763/2020	EPI_ISL_691663		Servicio de Microbiología, Hospital Universitario Son Espases	SeqCOVID-SPAIN consortium/IBV(CSIC)	Carla López-Causapé et al
Bolivia/26940/2020	EPI_ISL_837561		Centro Nacional de Enfermedades Tropicales (CENETROP)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Paraguay/33621/2020	EPI_ISL_1340758		Departamento de Virologia, Laboratorio Central de Salud Pública, Avenida Venezuela y Teniente Escurra, Asunción, Paraguay	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Bolivia/26933/2020	EPI_ISL_837556		Centro Nacional de Enfermedades Tropicales (CENETROP)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Bolivia/26957/2020	EPI_ISL_837575		Centro Nacional de Enfermedades Tropicales (CENETROP)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Bolivia/26944/2020	EPI_ISL_837565		Centro Nacional de Enfermedades Tropicales (CENETROP)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Bolivia/26949/2020	EPI_ISL_837569		Centro Nacional de Enfermedades Tropicales (CENETROP)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Bolivia/26942/2020	EPI_ISL_837563		Centro Nacional de Enfermedades Tropicales (CENETROP)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Bolivia/26934/2020	EPI_ISL_837557		Centro Nacional de Enfermedades Tropicales (CENETROP)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Bolivia/26955/2020	EPI_ISL_837573		Centro Nacional de Enfermedades Tropicales (CENETROP)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Bolivia/26945/2020	EPI_ISL_837553		Centro Nacional de Enfermedades Tropicales (CENETROP)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Bolivia/26932/2020	EPI_ISL_837555		Centro Nacional de Enfermedades Tropicales (CENETROP)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Australia/QLD979/2020	EPI_ISL_530227		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Hungary/275-15/2020	EPI_ISL_1095627		National Public Health Center, COVID Laboratory	National Public Health Center, National Biosafety Laboratory	Bernadett Pályi et al
Kenya/NIC_187/2020	EPI_ISL_457833		National Public Health Laboratory	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	Githinji G. et al 2020 et al (https://virological.org/t/introduction-and-local-transmission-of-sars-cov-2-cases-in-kenya/497)
Argentina/PAIS-D0041/2020	EPI_ISL_792483		Laboratorio Central Mg. Luis Alfredo Pianciola	Hospital Regional Ushuaia - Centro Austral De Investigaciones Científicas - Universidad Nacional De Tierra Del Fuego on behalf of 'Proyecto Argentino Interinstitucional de genomica de SARS-CoV-2' (PAIS Consortium)	Ceballos et al
Chile/RM-88024/2020	EPI_ISL_1167841		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Australia/NSW290/2020	EPI_ISL_451554		Medlab Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Portugal/PT1530/2020	EPI_ISL_693549		Instituto Nacional de Saude (INSA)	Instituto Nacional de Saude (INSA)	Borges et al
Portugal/PT1633/2020	EPI_ISL_731943		Instituto Nacional de Saude (INSA)	Instituto Nacional de Saude (INSA)	Borges et al
Spain/AN-IBV-98001638/2020	EPI_ISL_538120		Servicio de Microbiología y Parasitología clínica. UCEIMP. Hospital Universitario Virgen del Rocío/IBIS/CSIC/US	SeqCOVID-SPAIN consortium/IBV(CSIC)	Guillermo Martín Gutiérrez et al
NewZealand/20VR3170/2020	EPI_ISL_579460	MZ332453.1	Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Spain/PV-IBV-2078/2020	EPI_ISL_468935		Servicio de Microbiología. Hospital Universitario Donostia. OSI Donostialdea. Área de Enfermedades Infecciosas, Grupo de Infección Respiratoria y Resistencia Antimicrobiana. Instituto de Investigación Sanitaria Biodonostia.	SeqCOVID-SPAIN consortium/IBV(CSIC)	Gustavo Cilla et al
Australia/QLD1201/2020	EPI_ISL_639792		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Senegal/SN-MBO-20-1360/2020	EPI_ISL_1827900		Institute for Health Research, Epidemiological Surveillance and Training (IRESSEF)	Abbott Laboratories	Souleymane Mboup et al
Hungary/MH-13211/2020	EPI_ISL_526225		Hungarian Defence Forces Military Medical Centre	National Laboratory of Virology, Szentágothai Research Centre	Endre Gábor Tóth et al
Belarus/MI-RII-MH11355S/2020	EPI_ISL_754233		The Republican Research and Practical Center for Epidemiology and Microbiology (RRPCEM)	WHO National Influenza Centre Russian Federation	Elena Gasich et al
Chile/RM-ISPCH-30/2020	EPI_ISL_445309		MUTUAL DE SEGURIDAD C.CH.C.	Instituto de Salud Publica de Chile	Andrés E Castillo et al
NewZealand/20CV0270/2020	EPI_ISL_579064		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0269/2020	EPI_ISL_579063		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20VR0760/2020	EPI_ISL_456165		Wellington SCL	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
Colombia/ANT-INS-82457/2020	EPI_ISL_456146		Instituto Nacional de Salud - Unidad de Secuenciación y Análisis Genómico	Instituto Nacional de Salud, Universidad Cooperativa de Colombia, Instituto Alexander von Humboldt, Imperial College-London, London School of Hygiene & Tropical Medicine	Katherine Laiton-Donato et al A (https://dx.doi.org/10.1101/2020.06.02.20120782)
Hungary/MH-6657/2020	EPI_ISL_526221		Hungarian Defence Forces Military Medical Centre	National Laboratory of Virology, Szentágothai Research Centre	Endre Gábor Tóth et al
Hungary/MH-8268/2020	EPI_ISL_526223		Hungarian Defence Forces Military Medical Centre	National Laboratory of Virology, Szentágothai Research Centre	Endre Gábor Tóth et al
Hungary/MH-9653/2020	EPI_ISL_526224		Hungarian Defence Forces Military Medical Centre	National Laboratory of Virology, Szentágothai Research Centre	Endre Gábor Tóth et al
Latvia/070/2020	EPI_ISL_501286		Centrālā laboratorija	Latvian Biomedical Research and Study Centre	Ivars Silamiķelis et al
Chile/RM-109586/2020	EPI_ISL_746558		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/Santiago-PUC_MVL_0236/2020	EPI_ISL_801738	MW365108.1	Laboratory of Molecular Virology, Pontificia Universidad Católica de Chile	MSHS Pathogen Surveillance Program	Leonardo I. Almonacid et al
Panama/GMI-PA344037/2020	EPI_ISL_1225346		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Yamilka Diaz et al
Panama/GMI-PA1046/2020	EPI_ISL_1502865		Hospital Regional Dr. Luis "Chicho" Fábrega	Gorgas Memorial Laboratory of Health Studies	Gonzalez Claudia et al
Panama/GMI-PA1058/2020	EPI_ISL_1502866		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Gonzalez Claudia et al
Panama/GMI-PA610741/2020	EPI_ISL_1502929		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Gonzalez Claudia et al
Uruguay/UY-NYUMC848/2020	EPI_ISL_457944		Laboratorio de Biología Molecular Asociación Española Primera en Salud	Departments of Pathology and Medicine, New York University School of Medicine	Maria Victoria Elizondo et al
Colombia/VAC-INS-81271/2020	EPI_ISL_456141		Instituto Nacional de Salud - Unidad de Secuenciación y Análisis Genómico	Instituto Nacional de Salud, Universidad Cooperativa de Colombia, Instituto Alexander von Humboldt, Imperial College-London, London School of Hygiene & Tropical Medicine	Katherine Laiton-Donato et al A (https://dx.doi.org/10.1101/2020.06.02.20120782)
Uruguay/UY-NYUMC933/2020	EPI_ISL_480431		Laboratorio de Biología Molecular Asociación Española Primera en Salud	Departments of Pathology and Medicine, New York University School of Medicine	Maria Victoria Elizondo et al
Hungary/MBL-465/2020	EPI_ISL_435423		Virological Research Group, Szentágothai Research Centre	Bioinformatics Research Group, Szentágothai Research Centre	Péter Urbán et al
Argentina/PAIS-A0008/2020	EPI_ISL_430800		Laboratorio de Virología del Hospital de Niños Dr. Ricardo Gutierrez	Área de Secuenciación del Laboratorio de Virología del Hospital de Niños Dr. Ricardo Gutierrez on behalf of 'Proyecto Argentino Interinstitucional de genomica de SARS-CoV-2' (PAIS Consortium)	Nabaes Jodar et al A
Australia/NT19/2020	EPI_ISL_426636		Royal Darwin Hospital Pathology	Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute	Meumann et al
Spain/CM-IBV-003884/2020	EPI_ISL_474827		Complejo Hospitalario Universitario de Albacete	SeqCOVID-SPAIN consortium/IBV(CSIC)	Encarnacion Simarro Córdoba et al
Gambia/NPHL_9901/2020	EPI_ISL_1216127		MRCG at LSHTM Genomics lab	MRCG at LSHTM Genomics lab	Abdul Karim sesay et al
Mexico/MOR-IBT-IMSS-453/2020	EPI_ISL_1301636		Laboratorio Central de Epidemiología IMSS	Instituto de Biotecnología de la UNAM	Authors from IBT et al
Colombia/DC-INS-3334/2020	EPI_ISL_653754		Instituto Nacional de Salud, Bogotá, Colombia	Instituto Nacional de Salud, Bogotá, Colombia	Katherine Laiton-Donato et al B
Colombia/INS-CUN-AG2/2020	EPI_ISL_526958		Instituto Nacional de Salud, Bogotá, Colombia	Instituto Nacional de Salud, Bogotá, Colombia	Katherine Laiton-Donato et al B
Colombia/ATL-INS-07/2020	EPI_ISL_653760		Instituto Nacional de Salud, Bogotá, Colombia	Instituto Nacional de Salud, Bogotá, Colombia	Katherine Laiton-Donato et al B
Colombia/DC-INS-2553/2020	EPI_ISL_653745		Instituto Nacional de Salud, Bogotá, Colombia	Instituto Nacional de Salud, Bogotá, Colombia	Katherine Laiton-Donato et al B
Colombia/DC-INS-4301/2020	EPI_ISL_739673		Instituto Nacional de Salud, Bogotá, Colombia	Instituto Nacional de Salud, Bogotá, Colombia	Katherine Laiton-Donato et al B
Colombia/DC-INS-SPBOG2062/2020	EPI_ISL_791084		Instituto Nacional de Salud - Unidad de Secuenciación y Análisis Genómico	Instituto Nacional de Salud - Dirección de Investigación en Salud Pública	Katherine Laiton-Donato et al B
Colombia/DC-INS-027/2020	EPI_ISL_526969		Instituto Nacional de Salud, Bogotá, Colombia	Instituto Nacional de Salud, Bogotá, Colombia	Katherine Laiton-Donato et al B
Colombia/DC-INS-3569/2020	EPI_ISL_653755		Instituto Nacional de Salud, Bogotá, Colombia	Instituto Nacional de Salud, Bogotá, Colombia	Katherine Laiton-Donato et al B
Colombia/DC-INS-2640/2020	EPI_ISL_653747		Instituto Nacional de Salud, Bogotá, Colombia	Instituto Nacional de Salud, Bogotá, Colombia	Katherine Laiton-Donato et al B
Colombia/DC-INS-2624/2020	EPI_ISL_653746		Instituto Nacional de Salud, Bogotá, Colombia	Instituto Nacional de Salud, Bogotá, Colombia	Katherine Laiton-Donato et al B
Colombia/DC-C99/2020	EPI_ISL_2339909		Centro de Estudio de Enfermedades Autoinmunes (CREA), Universidad del Rosario, Bogota, Colombia	Centro de Investigaciones en Microbiología y Biotecnología-UR (CIMBIUR), Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia	Juan-Manuel Anaya et al
Colombia/GVI-163894/2020	EPI_ISL_941955		Instituto Nacional de Salud, Bogotá, Colombia	Centro de Investigaciones en Microbiología y Biotecnología-UR (CIMBIUR), Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia Instituto Nacional de Salud, Bogotá, Colombia Icahn School of Medicine at Mount Sinai, New York, USA	Luz Helena Patiño et al
Colombia/DC-C89/2020	EPI_ISL_2339905		Centro de Estudio de Enfermedades Autoinmunes (CREA), Universidad del Rosario, Bogota, Colombia	Centro de Investigaciones en Microbiología y Biotecnología-UR (CIMBIUR), Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia	Juan-Manuel Anaya et al
Colombia/MET-249/2020	EPI_ISL_2150975		Clínica Meta	Instituto de Virología-Universidad El Bosque	Eliana P. Calvo et al
Colombia/ANT-INS-103235/2020	EPI_ISL_739680		Instituto Nacional de Salud, Bogotá, Colombia	Instituto Nacional de Salud, Bogotá, Colombia	Katherine Laiton-Donato et al B
Colombia/GVI-150933/2020	EPI_ISL_941988		Instituto Nacional de Salud, Bogotá, Colombia	Centro de Investigaciones en Microbiología y Biotecnología-UR (CIMBIUR), Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia Instituto Nacional de Salud, Bogotá, Colombia Icahn School of Medicine at Mount Sinai, New York, USA	Luz Helena Patiño et al
